,id,type,category,at,ids,title,index,variant,respondent,respondentID
2673,675782,move,eBNCp18M6VOXd7jjRucqT,602724,,,2.0,B50,20,90
2674,675787,move,8qLNfFHil7vQmz3Ab2GoT,644541,,,4.0,B50,20,90
2675,675788,move,8qLNfFHil7vQmz3Ab2GoT,649086,,,5.0,B50,20,90
2676,675789,move,SRZP8f0Pzy52WDNA2SOTu,658838,,,3.0,B50,20,90
2677,675778,move,SRZP8f0Pzy52WDNA2SOTu,664538,,,5.0,B50,20,90
2678,675799,move,eBNCp18M6VOXd7jjRucqT,679162,,,3.0,B50,20,90
2679,675766,move,m5TuSjdXmk3RyQ2gDR7pP,685626,,,0.0,B50,20,90
2680,675762,move,SRZP8f0Pzy52WDNA2SOTu,697418,,,6.0,B50,20,90
2681,675794,move,M075rc4uPMsWcO6wcWhLN,703371,,,0.0,B50,20,90
2682,675801,move,FJTmUbo41F4sAWhmhVu84,712111,,,,B50,20,90
2683,,rename,FJTmUbo41F4sAWhmhVu84,725971,['675801'],Account types,,B50,20,90
2684,675758,move,8qLNfFHil7vQmz3Ab2GoT,918788,,,7.0,B50,20,90
2685,675772,move,KpALSlJG3MwOWFLOMkLNy,924048,,,,B50,20,90
2686,,rename,KpALSlJG3MwOWFLOMkLNy,932595,['675772'],Insights,,B50,20,90
2687,675777,move,KpALSlJG3MwOWFLOMkLNy,939804,,,0.0,B50,20,90
2688,675764,move,KpALSlJG3MwOWFLOMkLNy,946943,,,1.0,B50,20,90
2689,675765,move,FJTmUbo41F4sAWhmhVu84,954366,,,0.0,B50,20,90
2690,675755,move,FJTmUbo41F4sAWhmhVu84,958418,,,1.0,B50,20,90
2691,675791,move,M075rc4uPMsWcO6wcWhLN,965419,,,2.0,B50,20,90
2692,675769,move,KpALSlJG3MwOWFLOMkLNy,975337,,,3.0,B50,20,90
2693,675797,move,KpALSlJG3MwOWFLOMkLNy,979117,,,1.0,B50,20,90
2694,675781,move,SRZP8f0Pzy52WDNA2SOTu,983827,,,4.0,B50,20,90
2695,675804,move,FJTmUbo41F4sAWhmhVu84,992317,,,2.0,B50,20,90
2696,675780,move,KpALSlJG3MwOWFLOMkLNy,997791,,,2.0,B50,20,90
2697,675768,move,SRZP8f0Pzy52WDNA2SOTu,1048896,,,6.0,B50,20,90
2698,675763,move,8qLNfFHil7vQmz3Ab2GoT,1062411,,,4.0,B50,20,90
2699,675757,move,UnyIZHRdVEyvPzZ5laSRT,1070702,,,3.0,B50,20,90
2700,675795,move,KokZQjo1U773u2YvCD1Lz,11973,,,,B50,21,91
2701,675791,move,2pENZgaVcgUWGnQ67GeTm,32129,,,,B50,21,91
2702,675758,move,ct7lEdt8Z4LQV8XDi5Pv2,51232,,,,B50,21,91
2703,675778,move,QwtlUPUT9gWeqR7BoKSRW,62507,,,,B50,21,91
2704,675765,move,HlY2J2SlqZProfd5JN4Eg,66134,,,,B50,21,91
2705,,rename,QwtlUPUT9gWeqR7BoKSRW,88222,['675778'],Present Spending,,B50,21,91
2706,675761,move,HlY2J2SlqZProfd5JN4Eg,111257,,,0.0,B50,21,91
2707,675778,move,HlY2J2SlqZProfd5JN4Eg,125125,,,1.0,B50,21,91
2708,,remove,QwtlUPUT9gWeqR7BoKSRW,127369,[None],,,B50,21,91
2709,675791,move,KokZQjo1U773u2YvCD1Lz,136740,,,0.0,B50,21,91
2710,,remove,2pENZgaVcgUWGnQ67GeTm,136942,['675791'],,,B50,21,91
2711,675800,move,m2WFBYpZkU1i07ikKC5RJ,145490,,,,B50,21,91
2712,675800,move,ct7lEdt8Z4LQV8XDi5Pv2,147589,,,0.0,B50,21,91
2713,,remove,m2WFBYpZkU1i07ikKC5RJ,147792,['675800'],,,B50,21,91
2714,675777,move,KokZQjo1U773u2YvCD1Lz,155004,,,1.0,B50,21,91
2715,675789,move,HlY2J2SlqZProfd5JN4Eg,171681,,,1.0,B50,21,91
2716,675794,move,KokZQjo1U773u2YvCD1Lz,179099,,,1.0,B50,21,91
2717,675759,move,KokZQjo1U773u2YvCD1Lz,180491,,,1.0,B50,21,91
2718,675768,move,HlY2J2SlqZProfd5JN4Eg,182008,,,1.0,B50,21,91
2719,675790,move,KokZQjo1U773u2YvCD1Lz,207861,,,4.0,B50,21,91
2720,675782,move,ct7lEdt8Z4LQV8XDi5Pv2,211903,,,1.0,B50,21,91
2721,675786,move,HlY2J2SlqZProfd5JN4Eg,217407,,,3.0,B50,21,91
2722,675799,move,ct7lEdt8Z4LQV8XDi5Pv2,224376,,,2.0,B50,21,91
2723,675767,move,GLJrU0Ez61zm94PMkRxub,238210,,,,B50,21,91
2724,675766,move,GLJrU0Ez61zm94PMkRxub,243862,,,1.0,B50,21,91
2725,675769,move,KokZQjo1U773u2YvCD1Lz,251116,,,4.0,B50,21,91
2726,675802,move,HlY2J2SlqZProfd5JN4Eg,255889,,,4.0,B50,21,91
2727,675780,move,GLJrU0Ez61zm94PMkRxub,261199,,,2.0,B50,21,91
2728,675798,move,GLJrU0Ez61zm94PMkRxub,264477,,,3.0,B50,21,91
2729,675763,move,GLJrU0Ez61zm94PMkRxub,270498,,,2.0,B50,21,91
2730,675771,move,KokZQjo1U773u2YvCD1Lz,272068,,,4.0,B50,21,91
2731,675793,move,ct7lEdt8Z4LQV8XDi5Pv2,277842,,,4.0,B50,21,91
2732,675784,move,ct7lEdt8Z4LQV8XDi5Pv2,281315,,,4.0,B50,21,91
2733,675756,move,KokZQjo1U773u2YvCD1Lz,286097,,,4.0,B50,21,91
2734,675796,move,zo9jtbkmhOUpoxTeErlhD,300014,,,,B50,21,91
2735,675779,move,zo9jtbkmhOUpoxTeErlhD,303712,,,0.0,B50,21,91
2736,675770,move,GLJrU0Ez61zm94PMkRxub,307510,,,4.0,B50,21,91
2737,675760,move,HlY2J2SlqZProfd5JN4Eg,314398,,,6.0,B50,21,91
2738,675776,move,GLJrU0Ez61zm94PMkRxub,322499,,,4.0,B50,21,91
2739,675792,move,zo9jtbkmhOUpoxTeErlhD,327654,,,1.0,B50,21,91
2740,675774,move,ct7lEdt8Z4LQV8XDi5Pv2,337036,,,3.0,B50,21,91
2741,675764,move,GLJrU0Ez61zm94PMkRxub,340392,,,3.0,B50,21,91
2742,675783,move,ct7lEdt8Z4LQV8XDi5Pv2,347061,,,3.0,B50,21,91
2743,675787,move,zo9jtbkmhOUpoxTeErlhD,352315,,,1.0,B50,21,91
2744,675755,move,GLJrU0Ez61zm94PMkRxub,364520,,,5.0,B50,21,91
2745,675772,move,KokZQjo1U773u2YvCD1Lz,369259,,,7.0,B50,21,91
2746,675804,move,ct7lEdt8Z4LQV8XDi5Pv2,387226,,,3.0,B50,21,91
2747,675803,move,KokZQjo1U773u2YvCD1Lz,392890,,,10.0,B50,21,91
2748,675785,move,KokZQjo1U773u2YvCD1Lz,400935,,,8.0,B50,21,91
2749,675788,move,KokZQjo1U773u2YvCD1Lz,495906,,,5.0,B50,21,91
2750,675773,move,ct7lEdt8Z4LQV8XDi5Pv2,499166,,,4.0,B50,21,91
2751,675757,move,KokZQjo1U773u2YvCD1Lz,502516,,,7.0,B50,21,91
2752,675797,move,KokZQjo1U773u2YvCD1Lz,527158,,,6.0,B50,21,91
2753,675801,move,HlY2J2SlqZProfd5JN4Eg,533404,,,4.0,B50,21,91
2754,675775,move,Hp3vd5RyzXRfvgI28Kfq0,547684,,,,B50,21,91
2755,675762,move,HlY2J2SlqZProfd5JN4Eg,562977,,,6.0,B50,21,91
2756,675781,move,HlY2J2SlqZProfd5JN4Eg,566644,,,8.0,B50,21,91
2757,675779,move,GLJrU0Ez61zm94PMkRxub,604608,,,7.0,B50,21,91
2758,675787,move,GLJrU0Ez61zm94PMkRxub,606214,,,2.0,B50,21,91
2759,675796,move,GLJrU0Ez61zm94PMkRxub,610633,,,3.0,B50,21,91
2760,675792,move,GLJrU0Ez61zm94PMkRxub,612009,,,5.0,B50,21,91
2761,,remove,zo9jtbkmhOUpoxTeErlhD,612215,['675792'],,,B50,21,91
2762,675775,move,HlY2J2SlqZProfd5JN4Eg,633404,,,9.0,B50,21,91
2763,,remove,Hp3vd5RyzXRfvgI28Kfq0,633611,['675775'],,,B50,21,91
2764,,rename,KokZQjo1U773u2YvCD1Lz,826991,"['675791', '675759', '675794', '675777', '675756', '675788', '675797', '675771', '675757', '675769', '675772', '675785', '675790', '675795', '675803']",Assistance,,B50,21,91
2765,,rename,GLJrU0Ez61zm94PMkRxub,836578,"['675767', '675766', '675787', '675796', '675763', '675792', '675764', '675780', '675755', '675776', '675779', '675770', '675798']",Need to know,,B50,21,91
2766,,rename,ct7lEdt8Z4LQV8XDi5Pv2,847227,"['675800', '675782', '675799', '675804', '675773', '675783', '675774', '675758', '675784', '675793']",Future,,B50,21,91
2767,,rename,HlY2J2SlqZProfd5JN4Eg,868250,"['675761', '675768', '675789', '675786', '675801', '675802', '675762', '675778', '675781', '675775', '675760', '675765']",Present,,B50,21,91
2768,675778,move,siQvcBHNy0v93pMQLBrmE,41625,,,,B50,22,92
2769,675755,move,9OK2fisfGWBNPVushR4kr,51290,,,,B50,22,92
2770,675783,move,L3VJGVLwiQdpBMGqOHucW,55720,,,,B50,22,92
2771,675759,move,seoro9G1PMaHKH3wOy043,78137,,,,B50,22,92
2772,675790,move,LgzMSzbTC3VjKYswIeVBL,81749,,,,B50,22,92
2773,675800,move,L3VJGVLwiQdpBMGqOHucW,84322,,,0.0,B50,22,92
2774,675799,move,L3VJGVLwiQdpBMGqOHucW,88581,,,1.0,B50,22,92
2775,675798,move,L3VJGVLwiQdpBMGqOHucW,91207,,,1.0,B50,22,92
2776,675797,move,L3VJGVLwiQdpBMGqOHucW,95545,,,1.0,B50,22,92
2777,675766,move,L3VJGVLwiQdpBMGqOHucW,108445,,,3.0,B50,22,92
2778,675780,move,L3VJGVLwiQdpBMGqOHucW,113220,,,4.0,B50,22,92
2779,675802,move,LgzMSzbTC3VjKYswIeVBL,133182,,,1.0,B50,22,92
2780,675787,move,LgzMSzbTC3VjKYswIeVBL,137754,,,2.0,B50,22,92
2781,675764,move,9OK2fisfGWBNPVushR4kr,146702,,,1.0,B50,22,92
2782,675764,move,L3VJGVLwiQdpBMGqOHucW,153638,,,1.0,B50,22,92
2783,675755,move,L3VJGVLwiQdpBMGqOHucW,155768,,,2.0,B50,22,92
2784,,remove,9OK2fisfGWBNPVushR4kr,155978,['675755'],,,B50,22,92
2785,675782,move,L3VJGVLwiQdpBMGqOHucW,170350,,,3.0,B50,22,92
2786,675793,move,L3VJGVLwiQdpBMGqOHucW,181226,,,4.0,B50,22,92
2787,675774,move,L3VJGVLwiQdpBMGqOHucW,182828,,,3.0,B50,22,92
2788,675770,move,L3VJGVLwiQdpBMGqOHucW,185622,,,4.0,B50,22,92
2789,675791,move,LgzMSzbTC3VjKYswIeVBL,191680,,,3.0,B50,22,92
2790,675776,move,siQvcBHNy0v93pMQLBrmE,203064,,,1.0,B50,22,92
2791,675772,move,L3VJGVLwiQdpBMGqOHucW,215470,,,4.0,B50,22,92
2792,675794,move,L3VJGVLwiQdpBMGqOHucW,223070,,,3.0,B50,22,92
2793,675803,move,siQvcBHNy0v93pMQLBrmE,232614,,,2.0,B50,22,92
2794,675796,move,L3VJGVLwiQdpBMGqOHucW,238826,,,5.0,B50,22,92
2795,675781,move,L3VJGVLwiQdpBMGqOHucW,242202,,,6.0,B50,22,92
2796,675775,move,siQvcBHNy0v93pMQLBrmE,246736,,,3.0,B50,22,92
2797,675789,move,siQvcBHNy0v93pMQLBrmE,251216,,,4.0,B50,22,92
2798,675784,move,L3VJGVLwiQdpBMGqOHucW,253716,,,7.0,B50,22,92
2799,675767,move,L3VJGVLwiQdpBMGqOHucW,261952,,,4.0,B50,22,92
2800,675777,move,L3VJGVLwiQdpBMGqOHucW,264766,,,4.0,B50,22,92
2801,675788,move,LgzMSzbTC3VjKYswIeVBL,268909,,,4.0,B50,22,92
2802,675761,move,LgzMSzbTC3VjKYswIeVBL,282817,,,4.0,B50,22,92
2803,675771,move,siQvcBHNy0v93pMQLBrmE,290550,,,5.0,B50,22,92
2804,675795,move,LgzMSzbTC3VjKYswIeVBL,296084,,,6.0,B50,22,92
2805,675763,move,L3VJGVLwiQdpBMGqOHucW,298437,,,7.0,B50,22,92
2806,675786,move,siQvcBHNy0v93pMQLBrmE,304833,,,5.0,B50,22,92
2807,675758,sort,,307081,,,7.0,B50,22,92
2808,675757,move,L3VJGVLwiQdpBMGqOHucW,312020,,,4.0,B50,22,92
2809,675779,move,L3VJGVLwiQdpBMGqOHucW,314637,,,2.0,B50,22,92
2810,675801,move,L3VJGVLwiQdpBMGqOHucW,316981,,,3.0,B50,22,92
2811,675756,move,1xA6hX375IQYj9CfdiS92,337078,,,,B50,22,92
2812,675804,move,1xA6hX375IQYj9CfdiS92,341411,,,0.0,B50,22,92
2813,675762,move,1xA6hX375IQYj9CfdiS92,343836,,,2.0,B50,22,92
2814,675785,move,6pNPeAf9TcYJy395Zz7N5,351217,,,,B50,22,92
2815,675760,move,6pNPeAf9TcYJy395Zz7N5,356095,,,1.0,B50,22,92
2816,675768,move,1xA6hX375IQYj9CfdiS92,361335,,,2.0,B50,22,92
2817,675765,move,L3VJGVLwiQdpBMGqOHucW,365382,,,10.0,B50,22,92
2818,675758,move,L3VJGVLwiQdpBMGqOHucW,367634,,,9.0,B50,22,92
2819,675769,move,otBo4mQHBQ58D5Uvsacel,376728,,,,B50,22,92
2820,675792,move,LgzMSzbTC3VjKYswIeVBL,385499,,,4.0,B50,22,92
2821,675773,move,L3VJGVLwiQdpBMGqOHucW,388951,,,2.0,B50,22,92
2822,675764,move,LgzMSzbTC3VjKYswIeVBL,391479,,,3.0,B50,22,92
2823,675779,move,6pNPeAf9TcYJy395Zz7N5,401250,,,2.0,B50,22,92
2824,675769,move,5k3VZA62ftRobVNnuM5Jy,412482,,,,B50,22,92
2825,,remove,otBo4mQHBQ58D5Uvsacel,413518,['675769'],,,B50,22,92
2826,,remove,otBo4mQHBQ58D5Uvsacel,413717,[0],,,B50,22,92
2827,,remove,otBo4mQHBQ58D5Uvsacel,413766,[0],,,B50,22,92
2828,675769,move,LgzMSzbTC3VjKYswIeVBL,418334,,,8.0,B50,22,92
2829,,remove,5k3VZA62ftRobVNnuM5Jy,418734,['675769'],,,B50,22,92
2830,675780,move,LgzMSzbTC3VjKYswIeVBL,439248,,,6.0,B50,22,92
2831,675759,move,L3VJGVLwiQdpBMGqOHucW,511690,,,3.0,B50,22,92
2832,,remove,seoro9G1PMaHKH3wOy043,511892,['675759'],,,B50,22,92
2833,,rename,6pNPeAf9TcYJy395Zz7N5,535803,"['675785', '675760', '675779']",Insurance,,B50,22,92
2834,,rename,1xA6hX375IQYj9CfdiS92,553426,"['675804', '675756', '675768', '675762']",banking,,B50,22,92
2835,,rename,LgzMSzbTC3VjKYswIeVBL,569206,"['675790', '675802', '675787', '675764', '675791', '675792', '675780', '675761', '675788', '675769', '675795']",Loans,,B50,22,92
2836,675803,move,6pNPeAf9TcYJy395Zz7N5,583081,,,2.0,B50,22,92
2837,675761,move,L3VJGVLwiQdpBMGqOHucW,590182,,,7.0,B50,22,92
2838,,rename,siQvcBHNy0v93pMQLBrmE,622074,"['675778', '675776', '675775', '675789', '675786', '675771']",Liabilities,,B50,22,92
2839,,rename,L3VJGVLwiQdpBMGqOHucW,648281,"['675800', '675773', '675801', '675759', '675755', '675794', '675757', '675761', '675777', '675767', '675758', '675774', '675765', '675763', '675796', '675781', '675784', '675772', '675770', '675782', '675793', '675797', '675798', '675766', '675799', '675783']",Accounts and invesments,,B50,22,92
2840,675774,move,AyBi1bhBxo3msgpfS2dd7,22488,,,,B50,24,93
2841,,rename,AyBi1bhBxo3msgpfS2dd7,32001,['675774'],Savings,,B50,24,93
2842,,rename,AyBi1bhBxo3msgpfS2dd7,43914,['675774'],Savings & investments,,B50,24,93
2843,675758,move,AyBi1bhBxo3msgpfS2dd7,45709,,,1.0,B50,24,93
2844,675762,move,W3i53X5Wb4YGREPpwdcW8,50171,,,,B50,24,93
2845,,rename,W3i53X5Wb4YGREPpwdcW8,57100,['675762'],Income,,B50,24,93
2846,675777,move,AyBi1bhBxo3msgpfS2dd7,62439,,,1.0,B50,24,93
2847,675804,move,AyBi1bhBxo3msgpfS2dd7,64078,,,1.0,B50,24,93
2848,675782,move,AyBi1bhBxo3msgpfS2dd7,65619,,,2.0,B50,24,93
2849,675792,move,9gjREEF2HgMs5NNeP4OQA,68289,,,,B50,24,93
2850,,rename,9gjREEF2HgMs5NNeP4OQA,74138,['675792'],Financial tools,,B50,24,93
2851,675760,move,CSs8pbmYk9p1tRgyZ8L7Q,78040,,,,B50,24,93
2852,,rename,CSs8pbmYk9p1tRgyZ8L7Q,89634,['675760'],Insurance,,B50,24,93
2853,675761,move,CSs8pbmYk9p1tRgyZ8L7Q,96014,,,0.0,B50,24,93
2854,675761,move,xMx4bBa7waWwLdZNGiwTI,98788,,,,B50,24,93
2855,,rename,xMx4bBa7waWwLdZNGiwTI,102720,['675761'],Spending,,B50,24,93
2856,675764,move,9gjREEF2HgMs5NNeP4OQA,107084,,,0.0,B50,24,93
2857,675785,move,CSs8pbmYk9p1tRgyZ8L7Q,109723,,,1.0,B50,24,93
2858,675767,move,9gjREEF2HgMs5NNeP4OQA,113017,,,1.0,B50,24,93
2859,675790,move,W3i53X5Wb4YGREPpwdcW8,121032,,,0.0,B50,24,93
2860,675757,move,SuHlKvbKwTGmlvmoTeQA3,130730,,,,B50,24,93
2861,675790,move,SuHlKvbKwTGmlvmoTeQA3,134682,,,1.0,B50,24,93
2862,,rename,SuHlKvbKwTGmlvmoTeQA3,147225,"['675757', '675790']",Financial support,,B50,24,93
2863,675796,move,9gjREEF2HgMs5NNeP4OQA,156183,,,2.0,B50,24,93
2864,675793,move,W3i53X5Wb4YGREPpwdcW8,163754,,,0.0,B50,24,93
2865,675802,move,e97QT4wkDJIVWu0z2aPHc,170996,,,,B50,24,93
2866,675779,move,9gjREEF2HgMs5NNeP4OQA,174157,,,2.0,B50,24,93
2867,675755,move,9gjREEF2HgMs5NNeP4OQA,179149,,,4.0,B50,24,93
2868,675772,move,9gjREEF2HgMs5NNeP4OQA,181900,,,2.0,B50,24,93
2869,675768,move,e97QT4wkDJIVWu0z2aPHc,189528,,,0.0,B50,24,93
2870,675768,move,xMx4bBa7waWwLdZNGiwTI,196255,,,0.0,B50,24,93
2871,675770,move,yLfu6PtS2gRj0eWqNxkNW,205195,,,,B50,24,93
2872,,rename,yLfu6PtS2gRj0eWqNxkNW,208954,['675770'],Other,,B50,24,93
2873,675767,move,yLfu6PtS2gRj0eWqNxkNW,211122,,,1.0,B50,24,93
2874,675795,move,9gjREEF2HgMs5NNeP4OQA,215527,,,4.0,B50,24,93
2875,675778,move,xMx4bBa7waWwLdZNGiwTI,219311,,,0.0,B50,24,93
2876,675797,move,W3i53X5Wb4YGREPpwdcW8,227850,,,1.0,B50,24,93
2877,675789,move,xMx4bBa7waWwLdZNGiwTI,232187,,,0.0,B50,24,93
2878,675784,move,AyBi1bhBxo3msgpfS2dd7,235851,,,1.0,B50,24,93
2879,675801,move,SuHlKvbKwTGmlvmoTeQA3,240682,,,1.0,B50,24,93
2880,675776,move,9gjREEF2HgMs5NNeP4OQA,244430,,,1.0,B50,24,93
2881,675783,move,AyBi1bhBxo3msgpfS2dd7,246540,,,2.0,B50,24,93
2882,675787,move,9gjREEF2HgMs5NNeP4OQA,248789,,,3.0,B50,24,93
2883,675794,move,SuHlKvbKwTGmlvmoTeQA3,252356,,,1.0,B50,24,93
2884,675794,move,9gjREEF2HgMs5NNeP4OQA,258631,,,0.0,B50,24,93
2885,675803,move,CSs8pbmYk9p1tRgyZ8L7Q,263997,,,0.0,B50,24,93
2886,675771,move,SuHlKvbKwTGmlvmoTeQA3,271247,,,1.0,B50,24,93
2887,675799,move,AyBi1bhBxo3msgpfS2dd7,275674,,,4.0,B50,24,93
2888,675756,move,xMx4bBa7waWwLdZNGiwTI,284156,,,1.0,B50,24,93
2889,675798,move,AyBi1bhBxo3msgpfS2dd7,287857,,,4.0,B50,24,93
2890,675775,move,xMx4bBa7waWwLdZNGiwTI,291949,,,0.0,B50,24,93
2891,675786,move,9gjREEF2HgMs5NNeP4OQA,297788,,,4.0,B50,24,93
2892,675791,move,SuHlKvbKwTGmlvmoTeQA3,302828,,,1.0,B50,24,93
2893,675769,move,SuHlKvbKwTGmlvmoTeQA3,307093,,,1.0,B50,24,93
2894,675763,move,CSs8pbmYk9p1tRgyZ8L7Q,312367,,,0.0,B50,24,93
2895,675759,move,9gjREEF2HgMs5NNeP4OQA,315858,,,8.0,B50,24,93
2896,675765,move,e97QT4wkDJIVWu0z2aPHc,324586,,,0.0,B50,24,93
2897,675781,move,e97QT4wkDJIVWu0z2aPHc,329994,,,1.0,B50,24,93
2898,675766,move,AyBi1bhBxo3msgpfS2dd7,333323,,,7.0,B50,24,93
2899,675788,move,e97QT4wkDJIVWu0z2aPHc,342793,,,0.0,B50,24,93
2900,675773,move,e97QT4wkDJIVWu0z2aPHc,347395,,,0.0,B50,24,93
2901,675780,move,e97QT4wkDJIVWu0z2aPHc,349396,,,1.0,B50,24,93
2902,675800,move,AyBi1bhBxo3msgpfS2dd7,351210,,,8.0,B50,24,93
2903,675770,move,e97QT4wkDJIVWu0z2aPHc,356613,,,6.0,B50,24,93
2904,675767,move,e97QT4wkDJIVWu0z2aPHc,357733,,,6.0,B50,24,93
2905,,remove,yLfu6PtS2gRj0eWqNxkNW,358807,[None],,,B50,24,93
2906,,rename,e97QT4wkDJIVWu0z2aPHc,363096,"['675773', '675780', '675788', '675765', '675781', '675802', '675767', '675770']",Other,,B50,24,93
2907,675797,move,RHY3rqzYLrz5yseYF1bXN,16193,,,,B50,26,94
2908,675768,move,PEPC9Hkn2wwoJLiZIiKRf,21173,,,,B50,26,94
2909,675757,sort,,28365,,,1.0,B50,26,94
2910,675757,move,RHY3rqzYLrz5yseYF1bXN,30789,,,1.0,B50,26,94
2911,675756,move,XFtPDQcPUHBTHie0chbVa,33318,,,,B50,26,94
2912,675792,move,RHY3rqzYLrz5yseYF1bXN,36334,,,2.0,B50,26,94
2913,675803,move,FoHcKzlvrPIdpZV49UEH4,41673,,,,B50,26,94
2914,,rename,RHY3rqzYLrz5yseYF1bXN,51269,"['675797', '675757', '675792']",Support and Services,,B50,26,94
2915,,rename,XFtPDQcPUHBTHie0chbVa,60790,['675756'],Functions,,B50,26,94
2916,,rename,FoHcKzlvrPIdpZV49UEH4,63886,['675803'],Products,,B50,26,94
2917,675787,move,RHY3rqzYLrz5yseYF1bXN,70326,,,2.0,B50,26,94
2918,675775,move,PEPC9Hkn2wwoJLiZIiKRf,83260,,,0.0,B50,26,94
2919,675755,move,yrExQZK0P17EP0bfrhLEx,124133,,,,B50,26,94
2920,675788,move,FqMC6rFGV1LyWfvvTkkuN,128552,,,,B50,26,94
2921,,rename,FqMC6rFGV1LyWfvvTkkuN,133197,['675788'],Information,,B50,26,94
2922,675767,move,zkT6e5UfQE8A18YKZus3H,146924,,,,B50,26,94
2923,,rename,zkT6e5UfQE8A18YKZus3H,149449,['675767'],Settings,,B50,26,94
2924,675781,move,XFtPDQcPUHBTHie0chbVa,154223,,,0.0,B50,26,94
2925,675764,move,yrExQZK0P17EP0bfrhLEx,163655,,,0.0,B50,26,94
2926,,rename,yrExQZK0P17EP0bfrhLEx,175155,"['675764', '675755']",Customer-Specific Information,,B50,26,94
2927,675773,move,XFtPDQcPUHBTHie0chbVa,178386,,,0.0,B50,26,94
2928,,rename,PEPC9Hkn2wwoJLiZIiKRf,198717,"['675775', '675768']",Account ,,B50,26,94
2929,675777,move,FqMC6rFGV1LyWfvvTkkuN,204441,,,0.0,B50,26,94
2930,675769,move,RHY3rqzYLrz5yseYF1bXN,207274,,,3.0,B50,26,94
2931,675762,move,XFtPDQcPUHBTHie0chbVa,209026,,,2.0,B50,26,94
2932,675780,move,FqMC6rFGV1LyWfvvTkkuN,211777,,,1.0,B50,26,94
2933,675782,move,FoHcKzlvrPIdpZV49UEH4,219002,,,1.0,B50,26,94
2934,675770,move,RHY3rqzYLrz5yseYF1bXN,222061,,,3.0,B50,26,94
2935,675795,move,yrExQZK0P17EP0bfrhLEx,229116,,,1.0,B50,26,94
2936,675759,move,RHY3rqzYLrz5yseYF1bXN,231602,,,5.0,B50,26,94
2937,675799,move,FoHcKzlvrPIdpZV49UEH4,240265,,,0.0,B50,26,94
2938,675804,move,FoHcKzlvrPIdpZV49UEH4,244649,,,2.0,B50,26,94
2939,675801,move,FoHcKzlvrPIdpZV49UEH4,255714,,,4.0,B50,26,94
2940,675800,move,FoHcKzlvrPIdpZV49UEH4,258875,,,4.0,B50,26,94
2941,675785,move,FoHcKzlvrPIdpZV49UEH4,261546,,,4.0,B50,26,94
2942,675779,move,RHY3rqzYLrz5yseYF1bXN,263924,,,6.0,B50,26,94
2943,675760,move,yrExQZK0P17EP0bfrhLEx,266442,,,0.0,B50,26,94
2944,675794,move,yrExQZK0P17EP0bfrhLEx,272497,,,1.0,B50,26,94
2945,675783,move,FoHcKzlvrPIdpZV49UEH4,291546,,,2.0,B50,26,94
2946,675772,sort,,306887,,,11.0,B50,26,94
2947,675772,move,RHY3rqzYLrz5yseYF1bXN,308798,,,6.0,B50,26,94
2948,675784,move,FoHcKzlvrPIdpZV49UEH4,314820,,,3.0,B50,26,94
2949,675778,move,zkT6e5UfQE8A18YKZus3H,321337,,,0.0,B50,26,94
2950,675786,move,zkT6e5UfQE8A18YKZus3H,323821,,,2.0,B50,26,94
2951,675802,move,yrExQZK0P17EP0bfrhLEx,331875,,,1.0,B50,26,94
2952,675796,move,RHY3rqzYLrz5yseYF1bXN,335003,,,7.0,B50,26,94
2953,675793,move,FoHcKzlvrPIdpZV49UEH4,336994,,,6.0,B50,26,94
2954,675765,move,FoHcKzlvrPIdpZV49UEH4,342330,,,6.0,B50,26,94
2955,675774,move,FoHcKzlvrPIdpZV49UEH4,345051,,,5.0,B50,26,94
2956,675791,move,RHY3rqzYLrz5yseYF1bXN,350700,,,4.0,B50,26,94
2957,675758,move,FoHcKzlvrPIdpZV49UEH4,353068,,,2.0,B50,26,94
2958,675766,move,FoHcKzlvrPIdpZV49UEH4,355490,,,3.0,B50,26,94
2959,675761,move,RHY3rqzYLrz5yseYF1bXN,357735,,,2.0,B50,26,94
2960,675763,move,yrExQZK0P17EP0bfrhLEx,361044,,,1.0,B50,26,94
2961,675790,move,yrExQZK0P17EP0bfrhLEx,367902,,,3.0,B50,26,94
2962,675798,move,yrExQZK0P17EP0bfrhLEx,372162,,,3.0,B50,26,94
2963,675771,move,RHY3rqzYLrz5yseYF1bXN,374231,,,9.0,B50,26,94
2964,675776,move,RHY3rqzYLrz5yseYF1bXN,375919,,,9.0,B50,26,94
2965,675789,move,yrExQZK0P17EP0bfrhLEx,378630,,,2.0,B50,26,94
2966,,rename,PEPC9Hkn2wwoJLiZIiKRf,388104,"['675775', '675768']",Account Services,,B50,26,94
2967,675785,move,xGWWNfY7wijZx1Vn9uwVi,26483,,,,B50,28,95
2968,675779,move,xGWWNfY7wijZx1Vn9uwVi,31682,,,1.0,B50,28,95
2969,675762,move,mSE187MbcZOhN1uAiMXrv,45339,,,,B50,28,95
2970,675780,sort,,52827,,,5.0,B50,28,95
2971,675761,move,mSE187MbcZOhN1uAiMXrv,55153,,,0.0,B50,28,95
2972,675766,move,mSE187MbcZOhN1uAiMXrv,66955,,,0.0,B50,28,95
2973,675802,move,OB9BzD4CjGyOtuyMfcrj9,73127,,,,B50,28,95
2974,675790,move,OB9BzD4CjGyOtuyMfcrj9,78115,,,1.0,B50,28,95
