,respondent,card,category,categoryId,categoryStandardized,order,variant
1343,39,Stand Mixers,Bathroom,162,Bathroom,4,E50
1344,39,Tablets,Electronics,159,Electronics,7,E50
1345,39,Televisions,Appliances,161,Appliances,9,E50
1346,39,Trimmers,Bathroom,162,Bathroom,3,E50
1347,39,Vacuum Cleaners,Appliances,161,Appliances,7,E50
1348,39,VR Headsets,Accessories/Phones/ Other electronics,160,Phones & Accessories,6,E50
1349,39,Washing Machines,Appliances,161,Appliances,17,E50
1350,43,Air Conditioners,Kitchen devices & Appliances,221,Kitchen,1,E50
1351,43,Air Purifiers,Home devices,220,Home/Household,3,E50
1352,43,Cameras,Electrical devices,219,Electronics,3,E50
1353,43,Chargers,Electrical devices,219,Electronics,5,E50
1354,43,Coffee Makers,Kitchen devices & Appliances,221,Kitchen,14,E50
1355,43,Computer Mice,Accessories personal devices,218,Personal,9,E50
1356,43,Cookers,Kitchen devices & Appliances,221,Kitchen,10,E50
1357,43,Deep Fryers,Kitchen devices & Appliances,221,Kitchen,16,E50
1358,43,Desktop Computers,Accessories personal devices,218,Personal,6,E50
1359,43,Dishwashers,Kitchen devices & Appliances,221,Kitchen,6,E50
1360,43,Drones,Personal electrical devices,217,Personal,10,E50
1361,43,E-Readers,Personal electrical devices,217,Personal,8,E50
1362,43,Electric Kettles,Kitchen devices & Appliances,221,Kitchen,9,E50
1363,43,Electric Toothbrushes,Personal electrical devices,217,Personal,4,E50
1364,43,Fans,Home devices,220,Home/Household,2,E50
1365,43,Freezers,Kitchen devices & Appliances,221,Kitchen,11,E50
1366,43,Fridges,Kitchen devices & Appliances,221,Kitchen,15,E50
1367,43,Gaming Consoles,Personal electrical devices,217,Personal,12,E50
1368,43,Graphic Cards,Accessories personal devices,218,Personal,11,E50
1369,43,Hair Dryers,Home devices,220,Home/Household,5,E50
1370,43,Headphones,Personal electrical devices,217,Personal,11,E50
1371,43,Hobs,Kitchen devices & Appliances,221,Kitchen,13,E50
1372,43,Irons,Personal electrical devices,217,Personal,2,E50
1373,43,Juicers,Kitchen devices & Appliances,221,Kitchen,7,E50
1374,43,Keyboards,Accessories personal devices,218,Personal,5,E50
1375,43,Kitchen Scales,Kitchen devices & Appliances,221,Kitchen,5,E50
1376,43,Laptops,Personal electrical devices,217,Personal,9,E50
1377,43,Microphones,Accessories personal devices,218,Personal,2,E50
1378,43,Microwave Ovens,Kitchen devices & Appliances,221,Kitchen,12,E50
1379,43,Monitors,Accessories personal devices,218,Personal,7,E50
1380,43,Musical Instruments,Personal electrical devices,217,Personal,7,E50
1381,43,Ovens,Kitchen devices & Appliances,221,Kitchen,2,E50
1382,43,PC Games,Accessories personal devices,218,Personal,4,E50
1383,43,Phone Cases,Accessories personal devices,218,Personal,1,E50
1384,43,Printers,Accessories personal devices,218,Personal,8,E50
1385,43,Processors,Kitchen devices & Appliances,221,Kitchen,3,E50
1386,43,Radiators,Home devices,220,Home/Household,4,E50
1387,43,Radios,Electrical devices,219,Electronics,1,E50
1388,43,Scanners,Accessories personal devices,218,Personal,3,E50
1389,43,Shavers,Electrical devices,219,Electronics,2,E50
1390,43,Smart Watches,Personal electrical devices,217,Personal,3,E50
1391,43,Smartphones,Personal electrical devices,217,Personal,1,E50
1392,43,Speakers,Accessories personal devices,218,Personal,10,E50
1393,43,Stand Mixers,Kitchen devices & Appliances,221,Kitchen,4,E50
1394,43,Tablets,Personal electrical devices,217,Personal,5,E50
1395,43,Televisions,Home devices,220,Home/Household,6,E50
1396,43,Trimmers,Electrical devices,219,Electronics,4,E50
1397,43,Vacuum Cleaners,Home devices,220,Home/Household,1,E50
1398,43,VR Headsets,Personal electrical devices,217,Personal,6,E50
1399,43,Washing Machines,Kitchen devices & Appliances,221,Kitchen,8,E50
1400,44,Air Conditioners,Household,226,Home/Household,6,E50
1401,44,Air Purifiers,Household,226,Home/Household,5,E50
1402,44,Cameras,Tech,222,Technology,11,E50
1403,44,Chargers,Tech,222,Technology,8,E50
1404,44,Coffee Makers,Kitchen,224,Kitchen,1,E50
1405,44,Computer Mice,Tech,222,Technology,5,E50
1406,44,Cookers,Kitchen,224,Kitchen,14,E50
1407,44,Deep Fryers,Kitchen,224,Kitchen,4,E50
1408,44,Desktop Computers,Desktop and Console,225,Desktop and Console,2,E50
1409,44,Dishwashers,Kitchen,224,Kitchen,12,E50
1410,44,Drones,Tech,222,Technology,9,E50
1411,44,E-Readers,Household,226,Home/Household,7,E50
1412,44,Electric Kettles,Kitchen,224,Kitchen,16,E50
1413,44,Electric Toothbrushes,Kitchen,224,Kitchen,15,E50
1414,44,Fans,Household,226,Home/Household,2,E50
1415,44,Freezers,Kitchen,224,Kitchen,3,E50
1416,44,Fridges,Kitchen,224,Kitchen,5,E50
1417,44,Gaming Consoles,Desktop and Console,225,Desktop and Console,1,E50
1418,44,Graphic Cards,Tech,222,Technology,13,E50
1419,44,Hair Dryers,Personal,223,Personal,3,E50
1420,44,Headphones,Tech,222,Technology,2,E50
1421,44,Hobs,Kitchen,224,Kitchen,13,E50
1422,44,Irons,Household,226,Home/Household,4,E50
1423,44,Juicers,Kitchen,224,Kitchen,9,E50
1424,44,Keyboards,Desktop and Console,225,Desktop and Console,6,E50
1425,44,Kitchen Scales,Kitchen,224,Kitchen,11,E50
1426,44,Laptops,Tech,222,Technology,10,E50
1427,44,Microphones,Tech,222,Technology,12,E50
1428,44,Microwave Ovens,Kitchen,224,Kitchen,6,E50
1429,44,Monitors,Desktop and Console,225,Desktop and Console,4,E50
1430,44,Musical Instruments,Household,226,Home/Household,1,E50
1431,44,Ovens,Kitchen,224,Kitchen,2,E50
1432,44,PC Games,Desktop and Console,225,Desktop and Console,3,E50
1433,44,Phone Cases,Personal,223,Personal,4,E50
1434,44,Printers,Desktop and Console,225,Desktop and Console,7,E50
1435,44,Processors,Desktop and Console,225,Desktop and Console,5,E50
1436,44,Radiators,Household,226,Home/Household,8,E50
1437,44,Radios,Tech,222,Technology,4,E50
1438,44,Scanners,Desktop and Console,225,Desktop and Console,8,E50
1439,44,Shavers,Personal,223,Personal,1,E50
1440,44,Smart Watches,Tech,222,Technology,1,E50
1441,44,Smartphones,Tech,222,Technology,6,E50
1442,44,Speakers,Desktop and Console,225,Desktop and Console,9,E50
1443,44,Stand Mixers,Kitchen,224,Kitchen,8,E50
1444,44,Tablets,Tech,222,Technology,3,E50
1445,44,Televisions,Household,226,Home/Household,3,E50
1446,44,Trimmers,Personal,223,Personal,2,E50
1447,44,Vacuum Cleaners,Kitchen,224,Kitchen,7,E50
1448,44,VR Headsets,Tech,222,Technology,7,E50
1449,44,Washing Machines,Kitchen,224,Kitchen,10,E50
1450,45,Air Conditioners,Appliances (Temp),228,Appliances,1,E50
1451,45,Air Purifiers,Appliances (Temp),228,Appliances,4,E50
1452,45,Cameras,Consumer Electronics,233,Electronics,1,E50
1453,45,Chargers,Mobile & Tablets,227,Phones & Accessories,5,E50
1454,45,Coffee Makers,Kitchen Appliances,234,Kitchen,4,E50
1455,45,Computer Mice,PC & Peripherals,235,Computers & Accessories,5,E50
1456,45,Cookers,Kitchen Appliances,234,Kitchen,12,E50
1457,45,Deep Fryers,Kitchen Appliances,234,Kitchen,13,E50
1458,45,Desktop Computers,PC & Peripherals,235,Computers & Accessories,2,E50
1459,45,Dishwashers,Kitchen Appliances,234,Kitchen,8,E50
1460,45,Drones,Hobby,236,Hobbies,1,E50
1461,45,E-Readers,Mobile & Tablets,227,Phones & Accessories,2,E50
1462,45,Electric Kettles,Kitchen Appliances,234,Kitchen,6,E50
1463,45,Electric Toothbrushes,Beauty & Bathroom,229,Bathroom,2,E50
1464,45,Fans,Appliances (Temp),228,Appliances,2,E50
1465,45,Freezers,Kitchen Appliances,234,Kitchen,3,E50
1466,45,Fridges,Kitchen Appliances,234,Kitchen,10,E50
1467,45,Gaming Consoles,Gaming,231,Gaming,1,E50
1468,45,Graphic Cards,PC & Peripherals,235,Computers & Accessories,4,E50
1469,45,Hair Dryers,Beauty & Bathroom,229,Bathroom,4,E50
1470,45,Headphones,Audio,232,Audio,2,E50
1471,45,Hobs,Kitchen Appliances,234,Kitchen,7,E50
1472,45,Irons,Household,230,Home/Household,2,E50
1473,45,Juicers,Kitchen Appliances,234,Kitchen,1,E50
1474,45,Keyboards,PC & Peripherals,235,Computers & Accessories,6,E50
1475,45,Kitchen Scales,Kitchen Appliances,234,Kitchen,5,E50
1476,45,Laptops,PC & Peripherals,235,Computers & Accessories,8,E50
1477,45,Microphones,Audio,232,Audio,3,E50
1478,45,Microwave Ovens,Kitchen Appliances,234,Kitchen,9,E50
1479,45,Monitors,PC & Peripherals,235,Computers & Accessories,7,E50
1480,45,Musical Instruments,Music,237,Music,1,E50
1481,45,Ovens,Kitchen Appliances,234,Kitchen,2,E50
1482,45,PC Games,Gaming,231,Gaming,3,E50
1483,45,Phone Cases,Mobile & Tablets,227,Phones & Accessories,6,E50
1484,45,Printers,PC & Peripherals,235,Computers & Accessories,1,E50
1485,45,Processors,PC & Peripherals,235,Computers & Accessories,9,E50
1486,45,Radiators,Appliances (Temp),228,Appliances,3,E50
1487,45,Radios,Household,230,Home/Household,3,E50
1488,45,Scanners,PC & Peripherals,235,Computers & Accessories,3,E50
1489,45,Shavers,Beauty & Bathroom,229,Bathroom,3,E50
1490,45,Smart Watches,Mobile & Tablets,227,Phones & Accessories,3,E50
1491,45,Smartphones,Mobile & Tablets,227,Phones & Accessories,4,E50
1492,45,Speakers,Audio,232,Audio,1,E50
1493,45,Stand Mixers,Kitchen Appliances,234,Kitchen,14,E50
1494,45,Tablets,Mobile & Tablets,227,Phones & Accessories,1,E50
1495,45,Televisions,Household,230,Home/Household,4,E50
1496,45,Trimmers,Beauty & Bathroom,229,Bathroom,1,E50
1497,45,Vacuum Cleaners,Household,230,Home/Household,1,E50
1498,45,VR Headsets,Gaming,231,Gaming,2,E50
1499,45,Washing Machines,Kitchen Appliances,234,Kitchen,11,E50
1500,46,Air Conditioners,Home,240,Home/Household,3,E50
1501,46,Air Purifiers,Home,240,Home/Household,7,E50
1502,46,Cameras,Technology,241,Technology,6,E50
1503,46,Chargers,Technology,241,Technology,7,E50
1504,46,Coffee Makers,Kitchen,238,Kitchen,4,E50
1505,46,Computer Mice,Technology,241,Technology,24,E50
1506,46,Cookers,Kitchen,238,Kitchen,1,E50
1507,46,Deep Fryers,Kitchen,238,Kitchen,13,E50
1508,46,Desktop Computers,Technology,241,Technology,20,E50
1509,46,Dishwashers,Kitchen,238,Kitchen,7,E50
1510,46,Drones,Technology,241,Technology,9,E50
1511,46,E-Readers,Technology,241,Technology,16,E50
1512,46,Electric Kettles,Kitchen,238,Kitchen,10,E50
1513,46,Electric Toothbrushes,Personal care,242,Care,4,E50
1514,46,Fans,Home,240,Home/Household,2,E50
1515,46,Freezers,Kitchen,238,Kitchen,12,E50
1516,46,Fridges,Kitchen,238,Kitchen,8,E50
1517,46,Gaming Consoles,Technology,241,Technology,15,E50
1518,46,Graphic Cards,Technology,241,Technology,23,E50
1519,46,Hair Dryers,Personal care,242,Care,3,E50
1520,46,Headphones,Technology,241,Technology,25,E50
1521,46,Hobs,Kitchen,238,Kitchen,6,E50
1522,46,Irons,Home,240,Home/Household,5,E50
1523,46,Juicers,Kitchen,238,Kitchen,11,E50
1524,46,Keyboards,Technology,241,Technology,5,E50
1525,46,Kitchen Scales,Kitchen,238,Kitchen,2,E50
1526,46,Laptops,Technology,241,Technology,8,E50
1527,46,Microphones,Technology,241,Technology,13,E50
1528,46,Microwave Ovens,Kitchen,238,Kitchen,3,E50
1529,46,Monitors,Technology,241,Technology,18,E50
1530,46,Musical Instruments,Musical instruments,239,Music,1,E50
1531,46,Ovens,Kitchen,238,Kitchen,5,E50
1532,46,PC Games,Technology,241,Technology,4,E50
1533,46,Phone Cases,Technology,241,Technology,10,E50
1534,46,Printers,Technology,241,Technology,19,E50
1535,46,Processors,Technology,241,Technology,22,E50
1536,46,Radiators,Home,240,Home/Household,4,E50
1537,46,Radios,Technology,241,Technology,2,E50
1538,46,Scanners,Technology,241,Technology,3,E50
1539,46,Shavers,Personal care,242,Care,2,E50
1540,46,Smart Watches,Technology,241,Technology,1,E50
1541,46,Smartphones,Technology,241,Technology,11,E50
1542,46,Speakers,Technology,241,Technology,14,E50
1543,46,Stand Mixers,Kitchen,238,Kitchen,9,E50
1544,46,Tablets,Technology,241,Technology,21,E50
1545,46,Televisions,Technology,241,Technology,17,E50
1546,46,Trimmers,Personal care,242,Care,1,E50
1547,46,Vacuum Cleaners,Home,240,Home/Household,6,E50
1548,46,VR Headsets,Technology,241,Technology,12,E50
1549,46,Washing Machines,Home,240,Home/Household,1,E50
1550,47,Air Conditioners,house electronics,244,Home/Household,7,E50
1551,47,Air Purifiers,house electronics,244,Home/Household,6,E50
1552,47,Cameras,fun stuff pc n that,245,Computers & Accessories,15,E50
1553,47,Chargers,fun stuff pc n that,245,Computers & Accessories,9,E50
1554,47,Coffee Makers,food relations,243,food relations,7,E50
1555,47,Computer Mice,fun stuff pc n that,245,Computers & Accessories,12,E50
1556,47,Cookers,food relations,243,food relations,6,E50
1557,47,Deep Fryers,food relations,243,food relations,11,E50
1558,47,Desktop Computers,fun stuff pc n that,245,Computers & Accessories,5,E50
1559,47,Dishwashers,house electronics,244,Home/Household,14,E50
1560,47,Drones,non-household electonic,246,Home/Household,1,E50
1561,47,E-Readers,non-household electonic,246,Home/Household,2,E50
1562,47,Electric Kettles,food relations,243,food relations,4,E50
1563,47,Electric Toothbrushes,house electronics,244,Home/Household,2,E50
1564,47,Fans,fun stuff pc n that,245,Computers & Accessories,20,E50
1565,47,Freezers,food relations,243,food relations,3,E50
1566,47,Fridges,food relations,243,food relations,10,E50
1567,47,Gaming Consoles,fun stuff pc n that,245,Computers & Accessories,7,E50
1568,47,Graphic Cards,fun stuff pc n that,245,Computers & Accessories,1,E50
1569,47,Hair Dryers,house electronics,244,Home/Household,12,E50
1570,47,Headphones,house electronics,244,Home/Household,11,E50
1571,47,Hobs,food relations,243,food relations,12,E50
1572,47,Irons,food relations,243,food relations,8,E50
1573,47,Juicers,food relations,243,food relations,1,E50
1574,47,Keyboards,fun stuff pc n that,245,Computers & Accessories,11,E50
1575,47,Kitchen Scales,house electronics,244,Home/Household,9,E50
1576,47,Laptops,fun stuff pc n that,245,Computers & Accessories,17,E50
1577,47,Microphones,fun stuff pc n that,245,Computers & Accessories,8,E50
1578,47,Microwave Ovens,food relations,243,food relations,5,E50
1579,47,Monitors,fun stuff pc n that,245,Computers & Accessories,21,E50
1580,47,Musical Instruments,fun stuff pc n that,245,Computers & Accessories,10,E50
1581,47,Ovens,food relations,243,food relations,2,E50
1582,47,PC Games,fun stuff pc n that,245,Computers & Accessories,3,E50
1583,47,Phone Cases,fun stuff pc n that,245,Computers & Accessories,18,E50
1584,47,Printers,fun stuff pc n that,245,Computers & Accessories,4,E50
1585,47,Processors,fun stuff pc n that,245,Computers & Accessories,16,E50
1586,47,Radiators,house electronics,244,Home/Household,5,E50
1587,47,Radios,house electronics,244,Home/Household,8,E50
1588,47,Scanners,fun stuff pc n that,245,Computers & Accessories,6,E50
1589,47,Shavers,house electronics,244,Home/Household,1,E50
1590,47,Smart Watches,non-household electonic,246,Home/Household,3,E50
1591,47,Smartphones,fun stuff pc n that,245,Computers & Accessories,13,E50
1592,47,Speakers,fun stuff pc n that,245,Computers & Accessories,14,E50
1593,47,Stand Mixers,food relations,243,food relations,9,E50
1594,47,Tablets,fun stuff pc n that,245,Computers & Accessories,2,E50
1595,47,Televisions,house electronics,244,Home/Household,13,E50
1596,47,Trimmers,house electronics,244,Home/Household,4,E50
1597,47,Vacuum Cleaners,house electronics,244,Home/Household,10,E50
1598,47,VR Headsets,fun stuff pc n that,245,Computers & Accessories,19,E50
1599,47,Washing Machines,house electronics,244,Home/Household,3,E50
1600,48,Air Conditioners,Electrical Appliances,250,Electronics,5,E50
1601,48,Air Purifiers,Electrical Appliances,250,Electronics,9,E50
1602,48,Cameras,Home Entertainment,249,Home/Household,8,E50
1603,48,Chargers,IT,247,IT,5,E50
1604,48,Coffee Makers,Kitchen Appliances,248,Kitchen,11,E50
1605,48,Computer Mice,IT,247,IT,4,E50
1606,48,Cookers,Kitchen Appliances,248,Kitchen,2,E50
1607,48,Deep Fryers,Kitchen Appliances,248,Kitchen,8,E50
1608,48,Desktop Computers,IT,247,IT,2,E50
1609,48,Dishwashers,Kitchen Appliances,248,Kitchen,10,E50
1610,48,Drones,Home Entertainment,249,Home/Household,7,E50
1611,48,E-Readers,Home Entertainment,249,Home/Household,2,E50
1612,48,Electric Kettles,Kitchen Appliances,248,Kitchen,6,E50
1613,48,Electric Toothbrushes,Electrical Appliances,250,Electronics,7,E50
1614,48,Fans,Electrical Appliances,250,Electronics,1,E50
1615,48,Freezers,Kitchen Appliances,248,Kitchen,5,E50
1616,48,Fridges,Kitchen Appliances,248,Kitchen,3,E50
1617,48,Gaming Consoles,Home Entertainment,249,Home/Household,1,E50
1618,48,Graphic Cards,IT,247,IT,12,E50
1619,48,Hair Dryers,Electrical Appliances,250,Electronics,8,E50
1620,48,Headphones,Accessories,251,Accessories,3,E50
1621,48,Hobs,Kitchen Appliances,248,Kitchen,14,E50
1622,48,Irons,Electrical Appliances,250,Electronics,10,E50
1623,48,Juicers,Kitchen Appliances,248,Kitchen,12,E50
1624,48,Keyboards,IT,247,IT,1,E50
1625,48,Kitchen Scales,Kitchen Appliances,248,Kitchen,4,E50
1626,48,Laptops,IT,247,IT,7,E50
1627,48,Microphones,Home Entertainment,249,Home/Household,3,E50
1628,48,Microwave Ovens,Kitchen Appliances,248,Kitchen,7,E50
1629,48,Monitors,IT,247,IT,3,E50
1630,48,Musical Instruments,Home Entertainment,249,Home/Household,11,E50
1631,48,Ovens,Kitchen Appliances,248,Kitchen,9,E50
1632,48,PC Games,Home Entertainment,249,Home/Household,6,E50
1633,48,Phone Cases,Accessories,251,Accessories,1,E50
1634,48,Printers,IT,247,IT,11,E50
1635,48,Processors,IT,247,IT,8,E50
1636,48,Radiators,Electrical Appliances,250,Electronics,3,E50
1637,48,Radios,Home Entertainment,249,Home/Household,5,E50
1638,48,Scanners,IT,247,IT,9,E50
1639,48,Shavers,Electrical Appliances,250,Electronics,4,E50
1640,48,Smart Watches,IT,247,IT,10,E50
1641,48,Smartphones,Home Entertainment,249,Home/Household,4,E50
1642,48,Speakers,Accessories,251,Accessories,2,E50
1643,48,Stand Mixers,Kitchen Appliances,248,Kitchen,13,E50
1644,48,Tablets,IT,247,IT,6,E50
1645,48,Televisions,Home Entertainment,249,Home/Household,10,E50
1646,48,Trimmers,Electrical Appliances,250,Electronics,2,E50
1647,48,Vacuum Cleaners,Electrical Appliances,250,Electronics,6,E50
1648,48,VR Headsets,Home Entertainment,249,Home/Household,9,E50
1649,48,Washing Machines,Kitchen Appliances,248,Kitchen,1,E50
1650,49,Air Conditioners,Household,256,Home/Household,1,E50
1651,49,Air Purifiers,Household,256,Home/Household,7,E50
1652,49,Cameras,Portable devices,255,Portable,2,E50
1653,49,Chargers,Portable devices,255,Portable,1,E50
1654,49,Coffee Makers,Kitchen,254,Kitchen,13,E50
1655,49,Computer Mice,Computers and accessories,253,Computers & Accessories,7,E50
1656,49,Cookers,Kitchen,254,Kitchen,5,E50
1657,49,Deep Fryers,Kitchen,254,Kitchen,8,E50
1658,49,Desktop Computers,Computers and accessories,253,Computers & Accessories,1,E50
1659,49,Dishwashers,Kitchen,254,Kitchen,3,E50
1660,49,Drones,Miscellaneous,258,Misc/Other,2,E50
1661,49,E-Readers,Portable devices,255,Portable,4,E50
1662,49,Electric Kettles,Kitchen,254,Kitchen,10,E50
1663,49,Electric Toothbrushes,Bathroom,257,Bathroom,1,E50
1664,49,Fans,Household,256,Home/Household,3,E50
1665,49,Freezers,Kitchen,254,Kitchen,1,E50
1666,49,Fridges,Kitchen,254,Kitchen,14,E50
1667,49,Gaming Consoles,Gaming,252,Gaming,3,E50
1668,49,Graphic Cards,Computers and accessories,253,Computers & Accessories,8,E50
1669,49,Hair Dryers,Kitchen,254,Kitchen,4,E50
1670,49,Headphones,Computers and accessories,253,Computers & Accessories,2,E50
1671,49,Hobs,Kitchen,254,Kitchen,9,E50
1672,49,Irons,Household,256,Home/Household,8,E50
1673,49,Juicers,Kitchen,254,Kitchen,2,E50
1674,49,Keyboards,Computers and accessories,253,Computers & Accessories,5,E50
1675,49,Kitchen Scales,Kitchen,254,Kitchen,11,E50
1676,49,Laptops,Computers and accessories,253,Computers & Accessories,6,E50
1677,49,Microphones,Computers and accessories,253,Computers & Accessories,4,E50
1678,49,Microwave Ovens,Kitchen,254,Kitchen,15,E50
1679,49,Monitors,Computers and accessories,253,Computers & Accessories,12,E50
1680,49,Musical Instruments,Miscellaneous,258,Misc/Other,1,E50
1681,49,Ovens,Kitchen,254,Kitchen,7,E50
1682,49,PC Games,Gaming,252,Gaming,1,E50
1683,49,Phone Cases,Portable devices,255,Portable,6,E50
1684,49,Printers,Computers and accessories,253,Computers & Accessories,11,E50
1685,49,Processors,Computers and accessories,253,Computers & Accessories,3,E50
1686,49,Radiators,Household,256,Home/Household,4,E50
1687,49,Radios,Household,256,Home/Household,5,E50
1688,49,Scanners,Computers and accessories,253,Computers & Accessories,9,E50
1689,49,Shavers,Bathroom,257,Bathroom,3,E50
1690,49,Smart Watches,Portable devices,255,Portable,5,E50
1691,49,Smartphones,Portable devices,255,Portable,7,E50
1692,49,Speakers,Computers and accessories,253,Computers & Accessories,10,E50
1693,49,Stand Mixers,Kitchen,254,Kitchen,6,E50
1694,49,Tablets,Portable devices,255,Portable,3,E50
1695,49,Televisions,Household,256,Home/Household,6,E50
1696,49,Trimmers,Bathroom,257,Bathroom,2,E50
1697,49,Vacuum Cleaners,Household,256,Home/Household,2,E50
1698,49,VR Headsets,Gaming,252,Gaming,2,E50
1699,49,Washing Machines,Kitchen,254,Kitchen,12,E50
1700,51,Air Conditioners,"Cleaning, fans",261,Cleaning,4,E50
1701,51,Air Purifiers,"Cleaning, fans",261,Cleaning,3,E50
1702,51,Cameras,"Laptops, PC, phones, electronic gadgets",262,Gadgets,5,E50
1703,51,Chargers,Tech accessories,264,Accessories,9,E50
1704,51,Coffee Makers,Kitchen gadgets,260,Kitchen,6,E50
1705,51,Computer Mice,Tech accessories,264,Accessories,3,E50
1706,51,Cookers,Kitchen,269,Kitchen,4,E50
1707,51,Deep Fryers,Kitchen gadgets,260,Kitchen,5,E50
1708,51,Desktop Computers,"Laptops, PC, phones, electronic gadgets",262,Gadgets,6,E50
1709,51,Dishwashers,Kitchen,259,Kitchen,1,E50
1710,51,Drones,Drones,266,Drones,1,E50
1711,51,E-Readers,"Laptops, PC, phones, electronic gadgets",262,Gadgets,12,E50
1712,51,Electric Kettles,Kitchen gadgets,260,Kitchen,4,E50
1713,51,Electric Toothbrushes,Personal care,268,Care,3,E50
1714,51,Fans,"Cleaning, fans",261,Cleaning,5,E50
1715,51,Freezers,Kitchen,259,Kitchen,4,E50
1716,51,Fridges,Kitchen,259,Kitchen,3,E50
1717,51,Gaming Consoles,TV and gaming,267,TV and gaming,2,E50
1718,51,Graphic Cards,"Laptops, PC, phones, electronic gadgets",262,Gadgets,4,E50
1719,51,Hair Dryers,Personal care,268,Care,4,E50
1720,51,Headphones,Tech accessories,264,Accessories,5,E50
1721,51,Hobs,Kitchen,269,Kitchen,2,E50
1722,51,Irons,"Cleaning, fans",261,Cleaning,2,E50
1723,51,Juicers,Kitchen gadgets,260,Kitchen,1,E50
1724,51,Keyboards,Tech accessories,264,Accessories,4,E50
1725,51,Kitchen Scales,Kitchen gadgets,260,Kitchen,2,E50
1726,51,Laptops,"Laptops, PC, phones, electronic gadgets",262,Gadgets,1,E50
1727,51,Microphones,Tech accessories,264,Accessories,7,E50
1728,51,Microwave Ovens,Kitchen,269,Kitchen,3,E50
1729,51,Monitors,"Laptops, PC, phones, electronic gadgets",262,Gadgets,10,E50
1730,51,Musical Instruments,Music,263,Music,1,E50
1731,51,Ovens,Kitchen,269,Kitchen,1,E50
1732,51,PC Games,Tech accessories,264,Accessories,2,E50
1733,51,Phone Cases,Tech accessories,264,Accessories,8,E50
1734,51,Printers,"Laptops, PC, phones, electronic gadgets",262,Gadgets,3,E50
1735,51,Processors,"Laptops, PC, phones, electronic gadgets",262,Gadgets,11,E50
1736,51,Radiators,Radiators,265,Air Heating & Cooling,1,E50
1737,51,Radios,Tech accessories,264,Accessories,10,E50
1738,51,Scanners,"Laptops, PC, phones, electronic gadgets",262,Gadgets,2,E50
1739,51,Shavers,Personal care,268,Care,1,E50
1740,51,Smart Watches,"Laptops, PC, phones, electronic gadgets",262,Gadgets,7,E50
1741,51,Smartphones,"Laptops, PC, phones, electronic gadgets",262,Gadgets,9,E50
1742,51,Speakers,Tech accessories,264,Accessories,6,E50
1743,51,Stand Mixers,Kitchen gadgets,260,Kitchen,3,E50
1744,51,Tablets,"Laptops, PC, phones, electronic gadgets",262,Gadgets,8,E50
1745,51,Televisions,TV and gaming,267,TV and gaming,1,E50
1746,51,Trimmers,Personal care,268,Care,2,E50
1747,51,Vacuum Cleaners,"Cleaning, fans",261,Cleaning,1,E50
1748,51,VR Headsets,Tech accessories,264,Accessories,1,E50
1749,51,Washing Machines,Kitchen,259,Kitchen,2,E50
1750,53,Air Conditioners,Home Appliances,276,Home/Household,1,E50
1751,53,Air Purifiers,Home Appliances,276,Home/Household,2,E50
1752,53,Cameras,Home Entertainment,274,Home/Household,1,E50
1753,53,Chargers,Smart Devices,272,Smart Devices,3,E50
1754,53,Coffee Makers,Kitchen Appliances,275,Kitchen,1,E50
1755,53,Computer Mice,IT,270,IT,7,E50
1756,53,Cookers,White Goods,273,White goods,1,E50
1757,53,Deep Fryers,Kitchen Appliances,275,Kitchen,2,E50
1758,53,Desktop Computers,IT,270,IT,1,E50
1759,53,Dishwashers,Home Appliances,276,Home/Household,3,E50
1760,53,Drones,Home Entertainment,274,Home/Household,2,E50
1761,53,E-Readers,Home Entertainment,274,Home/Household,3,E50
1762,53,Electric Kettles,Kitchen Appliances,275,Kitchen,3,E50
1763,53,Electric Toothbrushes,Personal Care,271,Care,1,E50
1764,53,Fans,Home Appliances,276,Home/Household,4,E50
1765,53,Freezers,White Goods,273,White goods,2,E50
1766,53,Fridges,White Goods,273,White goods,3,E50
1767,53,Gaming Consoles,IT,270,IT,6,E50
1768,53,Graphic Cards,IT,270,IT,2,E50
1769,53,Hair Dryers,Home Appliances,276,Home/Household,5,E50
1770,53,Headphones,Home Entertainment,274,Home/Household,4,E50
1771,53,Hobs,White Goods,273,White goods,4,E50
1772,53,Irons,Home Appliances,276,Home/Household,6,E50
1773,53,Juicers,Kitchen Appliances,275,Kitchen,4,E50
1774,53,Keyboards,IT,270,IT,8,E50
1775,53,Kitchen Scales,Kitchen Appliances,275,Kitchen,5,E50
1776,53,Laptops,IT,270,IT,5,E50
1777,53,Microphones,Home Entertainment,274,Home/Household,5,E50
1778,53,Microwave Ovens,Kitchen Appliances,275,Kitchen,6,E50
1779,53,Monitors,IT,270,IT,9,E50
1780,53,Musical Instruments,Home Entertainment,274,Home/Household,6,E50
1781,53,Ovens,White Goods,273,White goods,5,E50
1782,53,PC Games,IT,270,IT,3,E50
1783,53,Phone Cases,Smart Devices,272,Smart Devices,2,E50
1784,53,Printers,IT,270,IT,10,E50
1785,53,Processors,IT,270,IT,4,E50
1786,53,Radiators,Home Appliances,276,Home/Household,7,E50
1787,53,Radios,Home Entertainment,274,Home/Household,7,E50
1788,53,Scanners,IT,270,IT,11,E50
1789,53,Shavers,Personal Care,271,Care,2,E50
1790,53,Smart Watches,Smart Devices,272,Smart Devices,4,E50
1791,53,Smartphones,Smart Devices,272,Smart Devices,1,E50
