,respondent,card,category,categoryId,categoryStandardized,order,variant,categoryEdited,agreement
1086,33,Radiators,HOME APPLICANCES,122,Home/Household,1,E50,home applicances,26.804915514592935
1087,33,Radios,ENTERTAINMENT,126,Entertainment,4,E50,entertainment,43.103448275862064
1088,33,Scanners,TECH,123,Technology,7,E50,tech,56.666666666666664
1089,33,Shavers,PERSONAL CARE,125,Care,2,E50,personal care,50.0
1090,33,Smart Watches,TECH,123,Technology,3,E50,tech,56.666666666666664
1091,33,Smartphones,TECH,123,Technology,1,E50,tech,56.666666666666664
1092,33,Speakers,ENTERTAINMENT,126,Entertainment,2,E50,entertainment,43.103448275862064
1093,33,Stand Mixers,KITCHEN,121,Kitchen,4,E50,kitchen,56.99404761904761
1094,33,Tablets,TECH,123,Technology,9,E50,tech,56.666666666666664
1095,33,Televisions,ENTERTAINMENT,126,Entertainment,9,E50,entertainment,43.103448275862064
1096,33,Trimmers,PERSONAL CARE,125,Care,3,E50,personal care,50.0
1097,33,Vacuum Cleaners,HOME APPLICANCES,122,Home/Household,9,E50,home applicances,26.804915514592935
1098,33,VR Headsets,ENTERTAINMENT,126,Entertainment,1,E50,entertainment,43.103448275862064
1099,33,Washing Machines,HOME APPLICANCES,122,Home/Household,11,E50,home applicances,26.804915514592935
1100,34,Air Conditioners,Home Comfort ,129,Home/Household,3,E50,home comfort,26.804915514592935
1101,34,Air Purifiers,Home Comfort ,129,Home/Household,2,E50,home comfort,26.804915514592935
1102,34,Cameras,Audio & Visual,127,Audio,4,E50,audio visual,48.0
1103,34,Chargers,Phones,128,Phones & Accessories,1,E50,phones,35.0
1104,34,Coffee Makers,Home Appliances,131,Home/Household,4,E50,home appliances,26.804915514592935
1105,34,Computer Mice,Computing,130,Computers & Accessories,3,E50,computing,50.10526315789474
1106,34,Cookers,Home Appliances,131,Home/Household,15,E50,home appliances,26.804915514592935
1107,34,Deep Fryers,Home Appliances,131,Home/Household,9,E50,home appliances,26.804915514592935
1108,34,Desktop Computers,Computing,130,Computers & Accessories,13,E50,computing,50.10526315789474
1109,34,Dishwashers,Home Appliances,131,Home/Household,16,E50,home appliances,26.804915514592935
1110,34,Drones,Audio & Visual,127,Audio,5,E50,audio visual,48.0
1111,34,E-Readers,Audio & Visual,127,Audio,3,E50,audio visual,48.0
1112,34,Electric Kettles,Home Appliances,131,Home/Household,2,E50,home appliances,26.804915514592935
1113,34,Electric Toothbrushes,Grooming,132,Personal,3,E50,grooming,26.296296296296294
1114,34,Fans,Home Comfort ,129,Home/Household,4,E50,home comfort,26.804915514592935
1115,34,Freezers,Home Appliances,131,Home/Household,13,E50,home appliances,26.804915514592935
1116,34,Fridges,Home Appliances,131,Home/Household,1,E50,home appliances,26.804915514592935
1117,34,Gaming Consoles,Computing,130,Computers & Accessories,12,E50,computing,50.10526315789474
1118,34,Graphic Cards,Computing,130,Computers & Accessories,6,E50,computing,50.10526315789474
1119,34,Hair Dryers,Grooming,132,Personal,2,E50,grooming,26.296296296296294
1120,34,Headphones,Audio & Visual,127,Audio,1,E50,audio visual,48.0
1121,34,Hobs,Home Appliances,131,Home/Household,12,E50,home appliances,26.804915514592935
1122,34,Irons,Home Appliances,131,Home/Household,7,E50,home appliances,26.804915514592935
1123,34,Juicers,Home Appliances,131,Home/Household,3,E50,home appliances,26.804915514592935
1124,34,Keyboards,Computing,130,Computers & Accessories,10,E50,computing,50.10526315789474
1125,34,Kitchen Scales,Home Appliances,131,Home/Household,8,E50,home appliances,26.804915514592935
1126,34,Laptops,Computing,130,Computers & Accessories,7,E50,computing,50.10526315789474
1127,34,Microphones,Audio & Visual,127,Audio,7,E50,audio visual,48.0
1128,34,Microwave Ovens,Home Appliances,131,Home/Household,6,E50,home appliances,26.804915514592935
1129,34,Monitors,Computing,130,Computers & Accessories,2,E50,computing,50.10526315789474
1130,34,Musical Instruments,Audio & Visual,127,Audio,8,E50,audio visual,48.0
1131,34,Ovens,Home Appliances,131,Home/Household,5,E50,home appliances,26.804915514592935
1132,34,PC Games,Computing,130,Computers & Accessories,8,E50,computing,50.10526315789474
1133,34,Phone Cases,Phones,128,Phones & Accessories,4,E50,phones,35.0
1134,34,Printers,Computing,130,Computers & Accessories,5,E50,computing,50.10526315789474
1135,34,Processors,Computing,130,Computers & Accessories,11,E50,computing,50.10526315789474
1136,34,Radiators,Home Comfort ,129,Home/Household,1,E50,home comfort,26.804915514592935
1137,34,Radios,Audio & Visual,127,Audio,2,E50,audio visual,48.0
1138,34,Scanners,Computing,130,Computers & Accessories,9,E50,computing,50.10526315789474
1139,34,Shavers,Grooming,132,Personal,1,E50,grooming,26.296296296296294
1140,34,Smart Watches,Phones,128,Phones & Accessories,2,E50,phones,35.0
1141,34,Smartphones,Phones,128,Phones & Accessories,3,E50,phones,35.0
1142,34,Speakers,Audio & Visual,127,Audio,9,E50,audio visual,48.0
1143,34,Stand Mixers,Home Appliances,131,Home/Household,10,E50,home appliances,26.804915514592935
1144,34,Tablets,Computing,130,Computers & Accessories,4,E50,computing,50.10526315789474
1145,34,Televisions,Audio & Visual,127,Audio,6,E50,audio visual,48.0
1146,34,Trimmers,Grooming,132,Personal,4,E50,grooming,26.296296296296294
1147,34,Vacuum Cleaners,Home Appliances,131,Home/Household,14,E50,home appliances,26.804915514592935
1148,34,VR Headsets,Computing,130,Computers & Accessories,1,E50,computing,50.10526315789474
1149,34,Washing Machines,Home Appliances,131,Home/Household,11,E50,home appliances,26.804915514592935
1150,35,Air Conditioners,Home appliances,135,Home/Household,5,E50,home appliances,26.804915514592935
1151,35,Air Purifiers,Home appliances,135,Home/Household,2,E50,home appliances,26.804915514592935
1152,35,Cameras,Electrical,134,Electronics,10,E50,electrical,33.38461538461539
1153,35,Chargers,Electrical,134,Electronics,3,E50,electrical,33.38461538461539
1154,35,Coffee Makers,Kitchen appliances,133,Kitchen,5,E50,kitchen appliances,56.99404761904761
1155,35,Computer Mice,Computing,138,Computers & Accessories,6,E50,computing,50.10526315789474
1156,35,Cookers,Kitchen appliances,133,Kitchen,12,E50,kitchen appliances,56.99404761904761
1157,35,Deep Fryers,Kitchen appliances,133,Kitchen,7,E50,kitchen appliances,56.99404761904761
1158,35,Desktop Computers,Electrical,134,Electronics,7,E50,electrical,33.38461538461539
1159,35,Dishwashers,Kitchen appliances,133,Kitchen,2,E50,kitchen appliances,56.99404761904761
1160,35,Drones,Electrical,134,Electronics,8,E50,electrical,33.38461538461539
1161,35,E-Readers,Electrical,134,Electronics,5,E50,electrical,33.38461538461539
1162,35,Electric Kettles,Kitchen appliances,133,Kitchen,8,E50,kitchen appliances,56.99404761904761
1163,35,Electric Toothbrushes,Health and Beauty,137,Health & Beauty,4,E50,health and beauty,100.0
1164,35,Fans,Home appliances,135,Home/Household,4,E50,home appliances,26.804915514592935
1165,35,Freezers,Kitchen appliances,133,Kitchen,14,E50,kitchen appliances,56.99404761904761
1166,35,Fridges,Kitchen appliances,133,Kitchen,13,E50,kitchen appliances,56.99404761904761
1167,35,Gaming Consoles,Gaming,136,Gaming,2,E50,gaming,42.0
1168,35,Graphic Cards,Computing,138,Computers & Accessories,2,E50,computing,50.10526315789474
1169,35,Hair Dryers,Health and Beauty,137,Health & Beauty,2,E50,health and beauty,100.0
1170,35,Headphones,Audiovisual,139,Audio,3,E50,audiovisual,48.0
1171,35,Hobs,Kitchen appliances,133,Kitchen,9,E50,kitchen appliances,56.99404761904761
1172,35,Irons,Home appliances,135,Home/Household,1,E50,home appliances,26.804915514592935
1173,35,Juicers,Kitchen appliances,133,Kitchen,10,E50,kitchen appliances,56.99404761904761
1174,35,Keyboards,Computing,138,Computers & Accessories,4,E50,computing,50.10526315789474
1175,35,Kitchen Scales,Kitchen appliances,133,Kitchen,1,E50,kitchen appliances,56.99404761904761
1176,35,Laptops,Computing,138,Computers & Accessories,1,E50,computing,50.10526315789474
1177,35,Microphones,Audiovisual,139,Audio,1,E50,audiovisual,48.0
1178,35,Microwave Ovens,Kitchen appliances,133,Kitchen,4,E50,kitchen appliances,56.99404761904761
1179,35,Monitors,Computing,138,Computers & Accessories,3,E50,computing,50.10526315789474
1180,35,Musical Instruments,Audiovisual,139,Audio,5,E50,audiovisual,48.0
1181,35,Ovens,Kitchen appliances,133,Kitchen,15,E50,kitchen appliances,56.99404761904761
1182,35,PC Games,Gaming,136,Gaming,3,E50,gaming,42.0
1183,35,Phone Cases,Electrical,134,Electronics,12,E50,electrical,33.38461538461539
1184,35,Printers,Electrical,134,Electronics,11,E50,electrical,33.38461538461539
1185,35,Processors,Electrical,134,Electronics,9,E50,electrical,33.38461538461539
1186,35,Radiators,Home appliances,135,Home/Household,3,E50,home appliances,26.804915514592935
1187,35,Radios,Electrical,134,Electronics,2,E50,electrical,33.38461538461539
1188,35,Scanners,Computing,138,Computers & Accessories,5,E50,computing,50.10526315789474
1189,35,Shavers,Health and Beauty,137,Health & Beauty,3,E50,health and beauty,100.0
1190,35,Smart Watches,Electrical,134,Electronics,4,E50,electrical,33.38461538461539
1191,35,Smartphones,Electrical,134,Electronics,6,E50,electrical,33.38461538461539
1192,35,Speakers,Audiovisual,139,Audio,4,E50,audiovisual,48.0
1193,35,Stand Mixers,Kitchen appliances,133,Kitchen,6,E50,kitchen appliances,56.99404761904761
1194,35,Tablets,Electrical,134,Electronics,1,E50,electrical,33.38461538461539
1195,35,Televisions,Audiovisual,139,Audio,2,E50,audiovisual,48.0
1196,35,Trimmers,Health and Beauty,137,Health & Beauty,1,E50,health and beauty,100.0
1197,35,Vacuum Cleaners,Kitchen appliances,133,Kitchen,11,E50,kitchen appliances,56.99404761904761
1198,35,VR Headsets,Gaming,136,Gaming,1,E50,gaming,42.0
1199,35,Washing Machines,Kitchen appliances,133,Kitchen,3,E50,kitchen appliances,56.99404761904761
1200,37,Air Conditioners,Air,146,Air Heating & Cooling,2,E50,air,60.0
1201,37,Air Purifiers,Air,146,Air Heating & Cooling,3,E50,air,60.0
1202,37,Cameras,Hobby,145,Hobbies,3,E50,hobby,37.5
1203,37,Chargers,Accessories ,144,Accessories,1,E50,accessories,36.666666666666664
1204,37,Coffee Makers,Kitchen,147,Kitchen,5,E50,kitchen,56.99404761904761
1205,37,Computer Mice,Computer,151,Computers & Accessories,14,E50,computer,50.10526315789474
1206,37,Cookers,Kitchen,147,Kitchen,10,E50,kitchen,56.99404761904761
1207,37,Deep Fryers,Kitchen,147,Kitchen,13,E50,kitchen,56.99404761904761
1208,37,Desktop Computers,Computer,151,Computers & Accessories,12,E50,computer,50.10526315789474
1209,37,Dishwashers,Cleaner,148,Cleaning,2,E50,cleaner,42.857142857142854
1210,37,Drones,Fun Tech,149,Technology,6,E50,fun tech,56.666666666666664
1211,37,E-Readers,Computer,151,Computers & Accessories,9,E50,computer,50.10526315789474
1212,37,Electric Kettles,Kitchen,147,Kitchen,6,E50,kitchen,56.99404761904761
1213,37,Electric Toothbrushes,Accessories ,144,Accessories,3,E50,accessories,36.666666666666664
1214,37,Fans,Air,146,Air Heating & Cooling,1,E50,air,60.0
1215,37,Freezers,Kitchen,147,Kitchen,4,E50,kitchen,56.99404761904761
1216,37,Fridges,Kitchen,147,Kitchen,1,E50,kitchen,56.99404761904761
1217,37,Gaming Consoles,Fun Tech,149,Technology,3,E50,fun tech,56.666666666666664
1218,37,Graphic Cards,Hobby,145,Hobbies,1,E50,hobby,37.5
1219,37,Hair Dryers,Personal,150,Personal,1,E50,personal,26.296296296296294
1220,37,Headphones,Computer,151,Computers & Accessories,5,E50,computer,50.10526315789474
1221,37,Hobs,Kitchen,147,Kitchen,3,E50,kitchen,56.99404761904761
1222,37,Irons,Kitchen,147,Kitchen,9,E50,kitchen,56.99404761904761
1223,37,Juicers,Kitchen,147,Kitchen,2,E50,kitchen,56.99404761904761
1224,37,Keyboards,Computer,151,Computers & Accessories,1,E50,computer,50.10526315789474
1225,37,Kitchen Scales,Kitchen,147,Kitchen,8,E50,kitchen,56.99404761904761
1226,37,Laptops,Computer,151,Computers & Accessories,6,E50,computer,50.10526315789474
1227,37,Microphones,Computer,151,Computers & Accessories,13,E50,computer,50.10526315789474
1228,37,Microwave Ovens,Kitchen,147,Kitchen,7,E50,kitchen,56.99404761904761
1229,37,Monitors,Computer,151,Computers & Accessories,8,E50,computer,50.10526315789474
1230,37,Musical Instruments,Hobby,145,Hobbies,2,E50,hobby,37.5
1231,37,Ovens,Kitchen,147,Kitchen,11,E50,kitchen,56.99404761904761
1232,37,PC Games,Computer,151,Computers & Accessories,11,E50,computer,50.10526315789474
1233,37,Phone Cases,Accessories ,144,Accessories,2,E50,accessories,36.666666666666664
1234,37,Printers,Computer,151,Computers & Accessories,2,E50,computer,50.10526315789474
1235,37,Processors,Computer,151,Computers & Accessories,10,E50,computer,50.10526315789474
1236,37,Radiators,Air,146,Air Heating & Cooling,4,E50,air,60.0
1237,37,Radios,Fun Tech,149,Technology,5,E50,fun tech,56.666666666666664
1238,37,Scanners,Computer,151,Computers & Accessories,4,E50,computer,50.10526315789474
1239,37,Shavers,Personal,150,Personal,3,E50,personal,26.296296296296294
1240,37,Smart Watches,Fun Tech,149,Technology,1,E50,fun tech,56.666666666666664
1241,37,Smartphones,Fun Tech,149,Technology,7,E50,fun tech,56.666666666666664
1242,37,Speakers,Computer,151,Computers & Accessories,3,E50,computer,50.10526315789474
1243,37,Stand Mixers,Kitchen,147,Kitchen,12,E50,kitchen,56.99404761904761
1244,37,Tablets,Computer,151,Computers & Accessories,7,E50,computer,50.10526315789474
1245,37,Televisions,Fun Tech,149,Technology,2,E50,fun tech,56.666666666666664
1246,37,Trimmers,Personal,150,Personal,2,E50,personal,26.296296296296294
1247,37,Vacuum Cleaners,Cleaner,148,Cleaning,1,E50,cleaner,42.857142857142854
1248,37,VR Headsets,Fun Tech,149,Technology,4,E50,fun tech,56.666666666666664
1249,37,Washing Machines,Cleaner,148,Cleaning,3,E50,cleaner,42.857142857142854
1250,38,Air Conditioners,Heating / cooling / air,158,Air Heating & Cooling,3,E50,heating cooling air,60.0
1251,38,Air Purifiers,Heating / cooling / air,158,Air Heating & Cooling,2,E50,heating cooling air,60.0
1252,38,Cameras,electronics,152,Electronics,2,E50,electronics,33.38461538461539
1253,38,Chargers,electronics,152,Electronics,1,E50,electronics,33.38461538461539
1254,38,Coffee Makers,household appliances,154,Home/Household,9,E50,household appliances,26.804915514592935
1255,38,Computer Mice,Computer / tablet devices,153,Computers & Accessories,15,E50,computer tablet devices,50.10526315789474
1256,38,Cookers,White goods,157,White goods,2,E50,white goods,53.333333333333336
1257,38,Deep Fryers,household appliances,154,Home/Household,3,E50,household appliances,26.804915514592935
1258,38,Desktop Computers,Computer / tablet devices,153,Computers & Accessories,6,E50,computer tablet devices,50.10526315789474
1259,38,Dishwashers,White goods,157,White goods,5,E50,white goods,53.333333333333336
1260,38,Drones,electronics,152,Electronics,5,E50,electronics,33.38461538461539
1261,38,E-Readers,electronics,152,Electronics,8,E50,electronics,33.38461538461539
1262,38,Electric Kettles,household appliances,154,Home/Household,5,E50,household appliances,26.804915514592935
1263,38,Electric Toothbrushes,Personal grooming / care,156,Care,4,E50,personal grooming care,50.0
1264,38,Fans,Heating / cooling / air,158,Air Heating & Cooling,4,E50,heating cooling air,60.0
1265,38,Freezers,White goods,157,White goods,4,E50,white goods,53.333333333333336
1266,38,Fridges,household appliances,154,Home/Household,8,E50,household appliances,26.804915514592935
1267,38,Gaming Consoles,Computer / tablet devices,153,Computers & Accessories,4,E50,computer tablet devices,50.10526315789474
1268,38,Graphic Cards,Computer / tablet devices,153,Computers & Accessories,2,E50,computer tablet devices,50.10526315789474
1269,38,Hair Dryers,Personal grooming / care,156,Care,1,E50,personal grooming care,50.0
1270,38,Headphones,Computer / tablet devices,153,Computers & Accessories,13,E50,computer tablet devices,50.10526315789474
1271,38,Hobs,White goods,157,White goods,1,E50,white goods,53.333333333333336
1272,38,Irons,household appliances,154,Home/Household,1,E50,household appliances,26.804915514592935
1273,38,Juicers,household appliances,154,Home/Household,4,E50,household appliances,26.804915514592935
1274,38,Keyboards,Computer / tablet devices,153,Computers & Accessories,1,E50,computer tablet devices,50.10526315789474
1275,38,Kitchen Scales,household appliances,154,Home/Household,6,E50,household appliances,26.804915514592935
1276,38,Laptops,Computer / tablet devices,153,Computers & Accessories,11,E50,computer tablet devices,50.10526315789474
1277,38,Microphones,Computer / tablet devices,153,Computers & Accessories,9,E50,computer tablet devices,50.10526315789474
1278,38,Microwave Ovens,household appliances,154,Home/Household,7,E50,household appliances,26.804915514592935
1279,38,Monitors,Computer / tablet devices,153,Computers & Accessories,5,E50,computer tablet devices,50.10526315789474
1280,38,Musical Instruments,Musical,155,Music,1,E50,musical,34.375
1281,38,Ovens,White goods,157,White goods,3,E50,white goods,53.333333333333336
1282,38,PC Games,Computer / tablet devices,153,Computers & Accessories,16,E50,computer tablet devices,50.10526315789474
1283,38,Phone Cases,electronics,152,Electronics,6,E50,electronics,33.38461538461539
1284,38,Printers,Computer / tablet devices,153,Computers & Accessories,7,E50,computer tablet devices,50.10526315789474
1285,38,Processors,Computer / tablet devices,153,Computers & Accessories,8,E50,computer tablet devices,50.10526315789474
1286,38,Radiators,Heating / cooling / air,158,Air Heating & Cooling,1,E50,heating cooling air,60.0
1287,38,Radios,electronics,152,Electronics,9,E50,electronics,33.38461538461539
1288,38,Scanners,Computer / tablet devices,153,Computers & Accessories,3,E50,computer tablet devices,50.10526315789474
1289,38,Shavers,Personal grooming / care,156,Care,3,E50,personal grooming care,50.0
1290,38,Smart Watches,electronics,152,Electronics,4,E50,electronics,33.38461538461539
1291,38,Smartphones,electronics,152,Electronics,3,E50,electronics,33.38461538461539
1292,38,Speakers,Computer / tablet devices,153,Computers & Accessories,14,E50,computer tablet devices,50.10526315789474
1293,38,Stand Mixers,household appliances,154,Home/Household,10,E50,household appliances,26.804915514592935
1294,38,Tablets,Computer / tablet devices,153,Computers & Accessories,12,E50,computer tablet devices,50.10526315789474
1295,38,Televisions,electronics,152,Electronics,7,E50,electronics,33.38461538461539
1296,38,Trimmers,Personal grooming / care,156,Care,2,E50,personal grooming care,50.0
1297,38,Vacuum Cleaners,household appliances,154,Home/Household,2,E50,household appliances,26.804915514592935
1298,38,VR Headsets,Computer / tablet devices,153,Computers & Accessories,10,E50,computer tablet devices,50.10526315789474
1299,38,Washing Machines,White goods,157,White goods,6,E50,white goods,53.333333333333336
1300,39,Air Conditioners,Bathroom,162,Bathroom,7,E50,bathroom,52.77777777777778
1301,39,Air Purifiers,Bathroom,162,Bathroom,1,E50,bathroom,52.77777777777778
1302,39,Cameras,Electronics,159,Electronics,8,E50,electronics,33.38461538461539
1303,39,Chargers,Accessories/Phones/ Other electronics,160,Phones & Accessories,5,E50,accessories phones other electronics,35.0
1304,39,Coffee Makers,Appliances,161,Appliances,5,E50,appliances,60.869565217391305
1305,39,Computer Mice,Electronics,159,Electronics,2,E50,electronics,33.38461538461539
1306,39,Cookers,Appliances,161,Appliances,16,E50,appliances,60.869565217391305
1307,39,Deep Fryers,Appliances,161,Appliances,8,E50,appliances,60.869565217391305
1308,39,Desktop Computers,Electronics,159,Electronics,4,E50,electronics,33.38461538461539
1309,39,Dishwashers,Appliances,161,Appliances,10,E50,appliances,60.869565217391305
1310,39,Drones,Bathroom,162,Bathroom,2,E50,bathroom,52.77777777777778
1311,39,E-Readers,Accessories/Phones/ Other electronics,160,Phones & Accessories,3,E50,accessories phones other electronics,35.0
1312,39,Electric Kettles,Appliances,161,Appliances,13,E50,appliances,60.869565217391305
1313,39,Electric Toothbrushes,Bathroom,162,Bathroom,8,E50,bathroom,52.77777777777778
1314,39,Fans,Others,163,Misc/Other,1,E50,others,16.111111111111107
1315,39,Freezers,Appliances,161,Appliances,11,E50,appliances,60.869565217391305
1316,39,Fridges,Appliances,161,Appliances,12,E50,appliances,60.869565217391305
1317,39,Gaming Consoles,Accessories/Phones/ Other electronics,160,Phones & Accessories,7,E50,accessories phones other electronics,35.0
1318,39,Graphic Cards,Electronics,159,Electronics,3,E50,electronics,33.38461538461539
1319,39,Hair Dryers,Appliances,161,Appliances,2,E50,appliances,60.869565217391305
1320,39,Headphones,Accessories/Phones/ Other electronics,160,Phones & Accessories,10,E50,accessories phones other electronics,35.0
1321,39,Hobs,Appliances,161,Appliances,15,E50,appliances,60.869565217391305
1322,39,Irons,Appliances,161,Appliances,3,E50,appliances,60.869565217391305
1323,39,Juicers,Bathroom,162,Bathroom,5,E50,bathroom,52.77777777777778
1324,39,Keyboards,Electronics,159,Electronics,11,E50,electronics,33.38461538461539
1325,39,Kitchen Scales,Appliances,161,Appliances,6,E50,appliances,60.869565217391305
1326,39,Laptops,Electronics,159,Electronics,10,E50,electronics,33.38461538461539
1327,39,Microphones,Accessories/Phones/ Other electronics,160,Phones & Accessories,11,E50,accessories phones other electronics,35.0
1328,39,Microwave Ovens,Appliances,161,Appliances,14,E50,appliances,60.869565217391305
1329,39,Monitors,Electronics,159,Electronics,1,E50,electronics,33.38461538461539
1330,39,Musical Instruments,Others,163,Misc/Other,2,E50,others,16.111111111111107
1331,39,Ovens,Appliances,161,Appliances,1,E50,appliances,60.869565217391305
1332,39,PC Games,Accessories/Phones/ Other electronics,160,Phones & Accessories,2,E50,accessories phones other electronics,35.0
1333,39,Phone Cases,Accessories/Phones/ Other electronics,160,Phones & Accessories,9,E50,accessories phones other electronics,35.0
1334,39,Printers,Electronics,159,Electronics,6,E50,electronics,33.38461538461539
1335,39,Processors,Electronics,159,Electronics,12,E50,electronics,33.38461538461539
1336,39,Radiators,Appliances,161,Appliances,4,E50,appliances,60.869565217391305
1337,39,Radios,Electronics,159,Electronics,5,E50,electronics,33.38461538461539
1338,39,Scanners,Electronics,159,Electronics,9,E50,electronics,33.38461538461539
1339,39,Shavers,Bathroom,162,Bathroom,6,E50,bathroom,52.77777777777778
1340,39,Smart Watches,Accessories/Phones/ Other electronics,160,Phones & Accessories,8,E50,accessories phones other electronics,35.0
1341,39,Smartphones,Accessories/Phones/ Other electronics,160,Phones & Accessories,4,E50,accessories phones other electronics,35.0
1342,39,Speakers,Accessories/Phones/ Other electronics,160,Phones & Accessories,1,E50,accessories phones other electronics,35.0
1343,39,Stand Mixers,Bathroom,162,Bathroom,4,E50,bathroom,52.77777777777778
1344,39,Tablets,Electronics,159,Electronics,7,E50,electronics,33.38461538461539
1345,39,Televisions,Appliances,161,Appliances,9,E50,appliances,60.869565217391305
1346,39,Trimmers,Bathroom,162,Bathroom,3,E50,bathroom,52.77777777777778
1347,39,Vacuum Cleaners,Appliances,161,Appliances,7,E50,appliances,60.869565217391305
1348,39,VR Headsets,Accessories/Phones/ Other electronics,160,Phones & Accessories,6,E50,accessories phones other electronics,35.0
1349,39,Washing Machines,Appliances,161,Appliances,17,E50,appliances,60.869565217391305
1350,43,Air Conditioners,Kitchen devices & Appliances,221,Kitchen,1,E50,kitchen devices appliances,56.99404761904761
1351,43,Air Purifiers,Home devices,220,Home/Household,3,E50,home devices,26.804915514592935
1352,43,Cameras,Electrical devices,219,Electronics,3,E50,electrical devices,33.38461538461539
1353,43,Chargers,Electrical devices,219,Electronics,5,E50,electrical devices,33.38461538461539
1354,43,Coffee Makers,Kitchen devices & Appliances,221,Kitchen,14,E50,kitchen devices appliances,56.99404761904761
1355,43,Computer Mice,Accessories personal devices,218,Personal,9,E50,accessories personal devices,26.296296296296294
1356,43,Cookers,Kitchen devices & Appliances,221,Kitchen,10,E50,kitchen devices appliances,56.99404761904761
1357,43,Deep Fryers,Kitchen devices & Appliances,221,Kitchen,16,E50,kitchen devices appliances,56.99404761904761
1358,43,Desktop Computers,Accessories personal devices,218,Personal,6,E50,accessories personal devices,26.296296296296294
1359,43,Dishwashers,Kitchen devices & Appliances,221,Kitchen,6,E50,kitchen devices appliances,56.99404761904761
1360,43,Drones,Personal electrical devices,217,Personal,10,E50,personal electrical devices,26.296296296296294
1361,43,E-Readers,Personal electrical devices,217,Personal,8,E50,personal electrical devices,26.296296296296294
1362,43,Electric Kettles,Kitchen devices & Appliances,221,Kitchen,9,E50,kitchen devices appliances,56.99404761904761
1363,43,Electric Toothbrushes,Personal electrical devices,217,Personal,4,E50,personal electrical devices,26.296296296296294
1364,43,Fans,Home devices,220,Home/Household,2,E50,home devices,26.804915514592935
1365,43,Freezers,Kitchen devices & Appliances,221,Kitchen,11,E50,kitchen devices appliances,56.99404761904761
1366,43,Fridges,Kitchen devices & Appliances,221,Kitchen,15,E50,kitchen devices appliances,56.99404761904761
1367,43,Gaming Consoles,Personal electrical devices,217,Personal,12,E50,personal electrical devices,26.296296296296294
1368,43,Graphic Cards,Accessories personal devices,218,Personal,11,E50,accessories personal devices,26.296296296296294
1369,43,Hair Dryers,Home devices,220,Home/Household,5,E50,home devices,26.804915514592935
1370,43,Headphones,Personal electrical devices,217,Personal,11,E50,personal electrical devices,26.296296296296294
1371,43,Hobs,Kitchen devices & Appliances,221,Kitchen,13,E50,kitchen devices appliances,56.99404761904761
1372,43,Irons,Personal electrical devices,217,Personal,2,E50,personal electrical devices,26.296296296296294
1373,43,Juicers,Kitchen devices & Appliances,221,Kitchen,7,E50,kitchen devices appliances,56.99404761904761
1374,43,Keyboards,Accessories personal devices,218,Personal,5,E50,accessories personal devices,26.296296296296294
1375,43,Kitchen Scales,Kitchen devices & Appliances,221,Kitchen,5,E50,kitchen devices appliances,56.99404761904761
1376,43,Laptops,Personal electrical devices,217,Personal,9,E50,personal electrical devices,26.296296296296294
1377,43,Microphones,Accessories personal devices,218,Personal,2,E50,accessories personal devices,26.296296296296294
1378,43,Microwave Ovens,Kitchen devices & Appliances,221,Kitchen,12,E50,kitchen devices appliances,56.99404761904761
1379,43,Monitors,Accessories personal devices,218,Personal,7,E50,accessories personal devices,26.296296296296294
1380,43,Musical Instruments,Personal electrical devices,217,Personal,7,E50,personal electrical devices,26.296296296296294
1381,43,Ovens,Kitchen devices & Appliances,221,Kitchen,2,E50,kitchen devices appliances,56.99404761904761
1382,43,PC Games,Accessories personal devices,218,Personal,4,E50,accessories personal devices,26.296296296296294
1383,43,Phone Cases,Accessories personal devices,218,Personal,1,E50,accessories personal devices,26.296296296296294
1384,43,Printers,Accessories personal devices,218,Personal,8,E50,accessories personal devices,26.296296296296294
1385,43,Processors,Kitchen devices & Appliances,221,Kitchen,3,E50,kitchen devices appliances,56.99404761904761
1386,43,Radiators,Home devices,220,Home/Household,4,E50,home devices,26.804915514592935
1387,43,Radios,Electrical devices,219,Electronics,1,E50,electrical devices,33.38461538461539
1388,43,Scanners,Accessories personal devices,218,Personal,3,E50,accessories personal devices,26.296296296296294
1389,43,Shavers,Electrical devices,219,Electronics,2,E50,electrical devices,33.38461538461539
1390,43,Smart Watches,Personal electrical devices,217,Personal,3,E50,personal electrical devices,26.296296296296294
1391,43,Smartphones,Personal electrical devices,217,Personal,1,E50,personal electrical devices,26.296296296296294
1392,43,Speakers,Accessories personal devices,218,Personal,10,E50,accessories personal devices,26.296296296296294
1393,43,Stand Mixers,Kitchen devices & Appliances,221,Kitchen,4,E50,kitchen devices appliances,56.99404761904761
1394,43,Tablets,Personal electrical devices,217,Personal,5,E50,personal electrical devices,26.296296296296294
1395,43,Televisions,Home devices,220,Home/Household,6,E50,home devices,26.804915514592935
1396,43,Trimmers,Electrical devices,219,Electronics,4,E50,electrical devices,33.38461538461539
1397,43,Vacuum Cleaners,Home devices,220,Home/Household,1,E50,home devices,26.804915514592935
1398,43,VR Headsets,Personal electrical devices,217,Personal,6,E50,personal electrical devices,26.296296296296294
1399,43,Washing Machines,Kitchen devices & Appliances,221,Kitchen,8,E50,kitchen devices appliances,56.99404761904761
1400,44,Air Conditioners,Household,226,Home/Household,6,E50,household,26.804915514592935
