,Account Statements,Balance Transfer,Bereavement Support,Bonds,Budgeting Tools and Resources,Car Insurance Renewal,Cardless Cash Withdrawal,Cheque Payments,Claims,Credit Score,Current Accounts,Daily Savings,Data and Privacy Control,Debit Cards,Debt Management Services,Digital Confidence,Financial Assistance,Financial Education Webinars,Fixed Deposit,Fixed Term Savings,Fixed-rate Credit Card,Fraud Alerts and Monitoring,Fund Performance,Google/Apple Pay,Insurance Coverage Calculator,Interest Rates,International Payments,International Trading,Investment Accounts,ISA Accounts,Life Insurance Coverage,Mobile Banking App,Mortgage Calculator,Mortgage Rates,Online Purchases,Other Borrowing Options,Overdraft Protection,Personal Loan Calculator,Personal Pension,Personalised Financial Advice,Remortgage Options,Retirement Planning Calculator,Rewards Programme,Savings Options,Self-Invested Personal Pension (SIPP),Stock Trading and Shares,Student account,Student Loan Repayment,Travel Insurance,Trustee Banking
Personal Pension,25.0,0.0,15.384615384615385,45.45454545454545,18.181818181818183,16.666666666666664,18.181818181818183,25.0,7.6923076923076925,12.5,55.55555555555556,45.45454545454545,18.181818181818183,20.0,8.333333333333332,9.090909090909092,8.333333333333332,8.333333333333332,15.384615384615385,18.181818181818183,30.76923076923077,12.5,30.76923076923077,16.666666666666664,0.0,0.0,8.333333333333332,41.66666666666667,45.45454545454545,30.0,0.0,8.333333333333332,10.0,9.090909090909092,7.142857142857142,25.0,16.666666666666664,18.181818181818183,0.0,40.0,8.333333333333332,45.45454545454545,25.0,36.36363636363637,90.9090909090909,50.0,45.45454545454545,18.181818181818183,7.6923076923076925,11.11111111111111
Personalised Financial Advice,20.0,0.0,56.25,8.333333333333332,69.23076923076923,15.384615384615385,40.0,20.0,20.0,14.285714285714285,10.0,15.384615384615385,8.333333333333332,22.22222222222222,50.0,50.0,80.0,80.0,6.25,15.384615384615385,7.6923076923076925,30.76923076923077,31.25,45.45454545454545,20.0,27.27272727272727,23.076923076923077,14.285714285714285,13.333333333333334,8.333333333333332,7.6923076923076925,18.181818181818183,16.666666666666664,16.666666666666664,6.25,10.0,46.15384615384615,63.63636363636363,40.0,0.0,16.666666666666664,10.0,20.0,20.0,23.52941176470588,7.142857142857142,18.181818181818183,18.181818181818183,7.142857142857142,33.33333333333333
Remortgage Options,23.076923076923077,44.44444444444444,14.285714285714285,9.090909090909092,9.090909090909092,15.384615384615385,10.0,8.333333333333332,6.666666666666667,25.0,0.0,7.142857142857142,16.666666666666664,22.22222222222222,25.0,14.285714285714285,20.0,9.090909090909092,42.857142857142854,8.333333333333332,41.66666666666667,12.5,0.0,18.181818181818183,27.27272727272727,45.45454545454545,8.333333333333332,7.6923076923076925,17.647058823529413,18.181818181818183,26.666666666666668,18.75,63.63636363636363,69.23076923076923,20.0,66.66666666666666,30.76923076923077,50.0,8.333333333333332,16.666666666666664,0.0,18.181818181818183,23.076923076923077,27.27272727272727,15.384615384615385,7.142857142857142,12.5,26.666666666666668,26.666666666666668,20.0
Retirement Planning Calculator,16.666666666666664,7.6923076923076925,47.368421052631575,13.333333333333334,35.294117647058826,5.555555555555555,0.0,7.142857142857142,0.0,29.411764705882355,0.0,10.0,14.285714285714285,6.666666666666667,18.181818181818183,20.0,14.285714285714285,16.666666666666664,0.0,11.76470588235294,5.88235294117647,6.25,29.411764705882355,5.88235294117647,33.33333333333333,6.25,6.666666666666667,21.052631578947366,5.88235294117647,0.0,31.25,20.0,41.17647058823529,6.666666666666667,6.25,17.647058823529413,23.076923076923077,43.75,45.45454545454545,10.0,18.181818181818183,0.0,17.647058823529413,16.666666666666664,58.82352941176471,7.6923076923076925,20.0,15.384615384615385,12.5,23.52941176470588
Rewards Programme,69.23076923076923,36.36363636363637,30.0,20.0,25.0,11.76470588235294,45.45454545454545,25.0,30.0,25.0,31.25,38.46153846153847,33.33333333333333,53.84615384615385,13.333333333333334,18.75,12.5,6.25,25.0,21.052631578947366,36.84210526315789,47.368421052631575,27.77777777777778,35.294117647058826,7.6923076923076925,27.77777777777778,25.0,26.31578947368421,10.0,16.666666666666664,11.76470588235294,57.14285714285714,27.77777777777778,0.0,57.89473684210527,20.0,26.666666666666668,13.333333333333334,25.0,20.0,23.076923076923077,17.647058823529413,0.0,28.57142857142857,22.22222222222222,12.5,40.0,15.384615384615385,5.263157894736842,50.0
Savings Options,16.666666666666664,16.666666666666664,6.25,42.857142857142854,33.33333333333333,7.142857142857142,8.333333333333332,15.384615384615385,12.5,33.33333333333333,55.55555555555556,81.81818181818183,13.333333333333334,55.55555555555556,25.0,0.0,13.333333333333334,7.6923076923076925,53.84615384615385,90.9090909090909,31.25,7.142857142857142,20.0,7.6923076923076925,0.0,15.384615384615385,6.25,40.0,40.0,50.0,7.142857142857142,18.181818181818183,13.333333333333334,13.333333333333334,16.666666666666664,38.46153846153847,28.57142857142857,23.076923076923077,36.36363636363637,20.0,27.27272727272727,16.666666666666664,28.57142857142857,0.0,46.15384615384615,33.33333333333333,30.76923076923077,10.0,18.75,44.44444444444444
Self-Invested Personal Pension (SIPP),14.285714285714285,10.0,35.0,53.333333333333336,16.666666666666664,12.5,7.6923076923076925,20.0,5.263157894736842,7.6923076923076925,33.33333333333333,42.857142857142854,6.25,25.0,7.6923076923076925,6.666666666666667,13.333333333333334,6.666666666666667,23.52941176470588,42.857142857142854,35.714285714285715,6.25,29.411764705882355,14.285714285714285,9.090909090909092,7.6923076923076925,12.5,47.05882352941176,41.17647058823529,46.15384615384615,26.666666666666668,8.333333333333332,18.75,14.285714285714285,5.555555555555555,18.75,18.75,23.076923076923077,90.9090909090909,23.52941176470588,15.384615384615385,58.82352941176471,22.22222222222222,46.15384615384615,0.0,62.5,35.714285714285715,6.666666666666667,17.647058823529413,33.33333333333333
Stock Trading and Shares,7.142857142857142,10.0,0.0,84.21052631578947,6.25,0.0,14.285714285714285,16.666666666666664,10.0,0.0,30.76923076923077,30.76923076923077,7.142857142857142,25.0,6.25,5.88235294117647,0.0,5.88235294117647,25.0,50.0,26.31578947368421,6.666666666666667,47.05882352941176,0.0,0.0,21.428571428571427,11.76470588235294,75.0,70.58823529411765,43.75,0.0,8.333333333333332,7.142857142857142,7.6923076923076925,5.263157894736842,20.0,0.0,6.666666666666667,50.0,7.142857142857142,7.142857142857142,7.6923076923076925,12.5,33.33333333333333,62.5,0.0,17.647058823529413,0.0,5.555555555555555,28.57142857142857
Student account,42.857142857142854,25.0,21.428571428571427,31.25,6.666666666666667,6.666666666666667,9.090909090909092,33.33333333333333,13.333333333333334,7.142857142857142,76.92307692307693,53.84615384615385,15.384615384615385,72.72727272727273,0.0,6.666666666666667,5.88235294117647,8.333333333333332,20.0,33.33333333333333,43.75,7.6923076923076925,0.0,23.076923076923077,0.0,21.428571428571427,20.0,27.77777777777778,33.33333333333333,42.857142857142854,6.666666666666667,40.0,7.142857142857142,7.6923076923076925,21.052631578947366,21.428571428571427,21.428571428571427,0.0,45.45454545454545,18.181818181818183,12.5,20.0,40.0,30.76923076923077,35.714285714285715,17.647058823529413,0.0,42.857142857142854,11.76470588235294,36.36363636363637
Student Loan Repayment,15.384615384615385,33.33333333333333,6.666666666666667,0.0,11.76470588235294,28.57142857142857,16.666666666666664,23.076923076923077,6.666666666666667,0.0,18.181818181818183,15.384615384615385,0.0,9.090909090909092,23.076923076923077,11.76470588235294,20.0,20.0,6.25,0.0,33.33333333333333,10.0,7.6923076923076925,30.76923076923077,22.22222222222222,7.6923076923076925,28.57142857142857,12.5,0.0,0.0,21.428571428571427,9.090909090909092,7.142857142857142,23.076923076923077,35.714285714285715,61.53846153846154,16.666666666666664,27.27272727272727,18.181818181818183,18.181818181818183,26.666666666666668,15.384615384615385,15.384615384615385,10.0,6.666666666666667,0.0,42.857142857142854,0.0,31.25,16.666666666666664
Travel Insurance,16.666666666666664,21.428571428571427,0.0,11.11111111111111,0.0,73.68421052631578,7.142857142857142,5.555555555555555,21.052631578947366,6.25,7.142857142857142,0.0,11.11111111111111,15.384615384615385,0.0,0.0,4.761904761904762,0.0,0.0,11.76470588235294,13.333333333333334,6.666666666666667,0.0,20.0,42.857142857142854,0.0,5.263157894736842,13.043478260869565,5.0,0.0,100.0,20.0,5.263157894736842,14.285714285714285,25.0,17.647058823529413,21.052631578947366,7.142857142857142,7.6923076923076925,7.142857142857142,26.666666666666668,12.5,5.263157894736842,18.75,17.647058823529413,5.555555555555555,11.76470588235294,31.25,0.0,18.181818181818183
Trustee Banking,66.66666666666666,37.5,23.52941176470588,50.0,28.57142857142857,0.0,33.33333333333333,18.181818181818183,23.52941176470588,23.076923076923077,54.54545454545454,44.44444444444444,16.666666666666664,42.857142857142854,16.666666666666664,15.384615384615385,41.66666666666667,30.0,17.647058823529413,60.0,26.666666666666668,33.33333333333333,40.0,30.76923076923077,11.11111111111111,25.0,33.33333333333333,41.17647058823529,50.0,46.15384615384615,12.5,46.15384615384615,6.666666666666667,0.0,25.0,33.33333333333333,50.0,12.5,11.11111111111111,33.33333333333333,20.0,23.52941176470588,50.0,44.44444444444444,33.33333333333333,28.57142857142857,36.36363636363637,16.666666666666664,18.181818181818183,0.0
